wikiStats|am

redirects|108
p|ምንጭ21|0
p|ምንጭ32|0
p|ሕዝብ11|1
p|አካባቢ16|0
p|ሕዝብ31|0
p|ምንጭ15|0
p|ምንጭ27|0
p|ምንጭ20|0
p|ሕዝብ21|0
p|ምንጭ13|0
p|ምንጭ22|0
p|ሕዝብ5|1
p|ሕዝብ15|0
p|ሕዝብ10|1
p|አካባቢ7|0
p|ምንጭ17|0
p|ሕዝብ19|0
p|ሕዝብ8|1
p|አካባቢ2|0
p|ባንዲራ|0
p|ምንጭ5|0
p|ሕዝብ30|0
p|tablehdr|0
p|አካባቢ3|0
p|የስዕል_መግለጫ|0
p|ሕዝብ29|0
p|ሕዝብ9|1
p|አካባቢ13|0
p|አካባቢ24|0
p|ምንጭ6|0
p|ምንጭ1|0
p|ሕዝብ1|1
p|ሕዝብ20|0
p|ሕዝብ14|0
p|አካባቢ17|0
p|ሕዝብ25|0
p|አካባቢ28|0
p|የሕዝብ_ብዛት|2
p|ሕዝብ12|1
p|ሕዝብ26|0
p|አካባቢ31|0
p|ሕዝብ4|1
p|አካባቢ9|0
p|ሕዝብ16|0
p|ምንጭ26|0
p|አካባቢ14|0
p|አካባቢ19|0
p|አካባቢ25|0
p|ምንጭ12|0
p|ምንጭ29|0
p|ምንጭ4|0
p|አካባቢ20|0
p|ብሔር|2
p|ምንጭ7|0
p|ሕዝብ13|0
p|አካባቢ10|0
p|አካባቢ21|0
p|አካባቢ6|0
p|ሕዝብ24|0
p|ምንጭ23|0
p|አካባቢ32|0
p|ሀይማኖት|2

template|መለጠፊያ:አሞሌ ቻርት
count|330
properties|136
p|label16|0
p|comment18|0
p|col2_data20|0
p|col2_data2|0
p|col2_comment23|0
p|col2_data18|0
p|table_style|0
p|data16|0
p|comment14|0
p|col2_data7|0
p|data7|0
p|comment25|0
p|label5|1
p|label1|11
p|data12|0
p|col2_comment3|0
p|comment11|0
p|data1|11
p|comment6|0
p|col2_comment2|0
p|data23|0
p|data3|5
p|label20|0
p|bar_width|329
p|float|0
p|label4|4
p|comment3|0
p|label13|0
p|col2_data12|0
p|comment22|0
p|label24|0
p|col2_comment19|0
p|col2_data23|0
p|col2_comment13|0
p|label17|0
p|data11|0
p|col2_comment18|0
p|col2_comment7|0
p|col2_comment24|0
p|col2_data19|0
p|comment17|0
p|data10|0
p|col2_data6|0
p|label6|6
p|data15|0
p|col2_data1|3
p|comment13|0
p|comment24|0
p|col2_comment21|0
p|col2_comment10|0
p|comment7|0
p|col2_data_max|4
p|comment12|0
p|data19|0
p|col2_comment15|0
p|col2_comment1|0
p|col2_data8|0
p|data_max|329
p|data2|7
p|data21|0
p|comment23|0
p|label23|0
p|data18|0
p|table_width|0
p|label12|0
p|comment4|0
p|col2_comment4|0
p|data22|0
p|col2_data11|0
p|col2_data24|0
p|col2_comment8|0
p|col2_data15|0
p|col2_data_type|326
p|data6|5
p|data9|1
p|label7|0
p|label3|6
p|comment16|0
p|label18|0
p|col2_data5|0
p|comment9|0
p|data_type|329
p|col2_data22|0
p|col2_data13|0
p|label14|0
p|data25|0
p|comment20|0
p|data14|0
p|label11|0
p|comment1|0
p|col2_comment16|0
p|label15|0
p|label22|0
p|col2_data10|0
p|label8|0
p|col2_comment14|0
p|col2_data16|0
p|data5|1
p|width_units|329
p|col2_comment25|0
p|col2_comment5|0
p|col2_data9|0
p|col2_data25|0
p|col2_data14|0
p|comment5|0
p|comment8|0
p|col2_data4|0
p|col2_data3|0
p|comment15|0
p|col2_data17|0
p|col2_data21|0
p|data20|0
p|label9|1
p|title|328
p|data17|0
p|col2_comment22|0
p|col2_comment9|0
p|data8|0
p|comment19|0
p|label2|8
p|col2_comment20|0
p|data24|0
p|col2_comment11|0
p|label19|0
p|data13|0
p|label_type|329
p|data4|2
p|comment21|0
p|label25|0
p|label10|0
p|comment10|0
p|col2_comment17|0
p|comment2|0
p|label21|0
p|col2_comment12|0
p|col2_comment6|0

template|መለጠፊያ:Columns
count|1
properties|19
p|col7|0
p|col9width|0
p|col8|0
p|col5width|0
p|col3|0
p|col7width|0
p|col3width|0
p|col6|0
p|col2|1
p|col8width|0
p|col9|0
p|col10|0
p|col5|0
p|gap|0
p|col1|1
p|col6width|0
p|col10width|0
p|col4|0
p|col4width|0

template|መለጠፊያ:ዩኔስኮ ዓለም አቀፍ ቅርስ
count|24
properties|32
p|አካባቢ|23
p|lat_direction|0
p|ID|22
p|WHS|0
p|Caption|0
p|locmapin|22
p|State_Party|0
p|lat_minutes|0
p|map_caption|22
p|latitude|22
p|NAME|0
p|ዓመት|23
p|ስም|9
p|ዓይነት|22
p|ስዕል|0
p|Session|0
p|lat_seconds|0
p|long_degrees|0
p|Coordinates|0
p|longitude|22
p|maxwidth|0
p|long_minutes|0
p|map_width|0
p|መመዘኛ|22
p|long_seconds|0
p|long_direction|0
p|lat_degrees|0
p|አደጋ|0
p|Extension|0
p|relief|22
p|State Party|0
p|Link|0

template|መለጠፊያ:አቀማመጥ
count|325
properties|10
p|ስም|10
p|ሰሜን ምስራቅ|8
p|px|324
p|ሰሜን|9
p|ምዕራብ|8
p|ደቡብ ምስራቅ|7
p|ደቡብ ምዕራብ|7
p|ደቡብ|8
p|ሰሜን ምዕራብ|6
p|ምስራቅ|8

template|መለጠፊያ:Football kit
count|11
properties|13
p|shorts|10
p|body|10
p|filetype|0
p|pattern_la|10
p|leftarm|10
p|pattern_sh|10
p|rightarm|10
p|alt|0
p|pattern_b|10
p|title|9
p|pattern_so|10
p|socks|10
p|pattern_ra|10

template|መለጠፊያ:የቀለም መረጃ
count|7
properties|9
p|symbolism|0
p|ድግግሞሽ|6
p|bgcolor|0
p|ሞገድ|6
p|የቀለም_ስም|0
p|ስዕል|0
p|caption|0
p|textcolor|0
p|frequency|0

template|መለጠፊያ:Infobox disease
count|10
properties|54
p|MeshYear|0
p|MedlinePlus|6
p|MeshID|7
p|GeneReviewsNBK7|0
p|MeshYear6|0
p|ICD10|9
p|name|1
p|eMedicineTopic|7
p|GeneReviewsNBK3|0
p|MeSH6|0
p|MeshYear2|0
p|MeshYear3|0
p|GeneReviewsName7|0
p|image_size|0
p|image|1
p|background|0
p|GeneReviewsName2|0
p|MeSH3|0
p|MeshYear9|0
p|GeneReviewsName|0
p|MeSH7|0
p|MeSH2|0
p|GeneReviewsNBK2|0
p|eMedicineSubj|7
p|MeshYear5|0
p|MedlinePlus_mult|0
p|GeneReviewsName3|0
p|GeneReviewsNBK1|0
p|GeneReviewsNBK6|0
p|ICD9|8
p|GeneReviewsNBK5|0
p|GeneReviewsID|0
p|OMIM|1
p|MeSH8|0
p|GeneReviewsName5|0
p|alt|0
p|MeSH5|0
p|OMIM_mult|0
p|caption|1
p|MeshNumber|1
p|DiseasesDB|6
p|GeneReviewsName4|0
p|MeshYear8|0
p|MeshName|1
p|GeneReviewsNBK4|0
p|MeSH9|0
p|eMedicine_mult|0
p|ICDO|0
p|GeneReviewsName6|0
p|MeSH4|0
p|MeshYear4|0
p|DiseasesDB_mult|0
p|MeshYear7|0
p|GeneReviewsNBK|0

template|መለጠፊያ:የእግር ኳስ ውድድር መረጃ
count|21
properties|18
p|አራተኛ|0
p|አሸናፊ|0
p|ውድድር|20
p|ሁለተኛ|0
p|ጎል|19
p|ተመልካች|19
p|ጨዋታዎች|19
p|ሦስተኛ|0
p|ኮከብ_ተጫዋች|10
p|ቡድኖች|20
p|ተከታይ|20
p|ቀን|20
p|ቦታ|20
p|ሥዕል|20
p|ቀዳሚ|19
p|የሥዕል_መግለጫ_ፅሁፍ|20
p|አስተናጋጅ|0
p|ኮከብ_ግብ_አግቢ|19

template|መለጠፊያ:Infobox river
count|31
properties|11
p|mouth_elevation|0
p|watershed|26
p|discharge|27
p|basin_countries|31
p|elevation|26
p|river_name|31
p|origin|29
p|caption|31
p|image_name|29
p|length|31
p|mouth|30

template|መለጠፊያ:ካውንቲ መረጃ
count|15
properties|10
p|ካውንቲ_መሬት_ስፋት|15
p|ካውንቲ_መቀመጫ|15
p|ማኍተም_ሥዕል|13
p|ስቴት|15
p|ሕዝብ_ብዛት_ዓመት|15
p|ተመሰረተ|15
p|ካርታ_ሥዕል|15
p|ሕዝብ_ብዛት|15
p|ካውንቲ_ስም|15
p|ካውንቲ_ውሃ_ስፋት|15

template|መለጠፊያ:የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኤፍ
count|2
properties|4
p|scenarios|0
p|ግጥሚያዎች|1
p|tiebreakers|0
p|የተስፋፋ|1

template|መለጠፊያ:ስቴት
count|8
properties|18
p|ስቴት_ማኅተም|7
p|ስቴት_ባንዲራ|8
p|ስቴት_ሎንግቲዩድ|8
p|ስቴት_ዝቅተኛ_ነጥብ|8
p|ስቴት_አገረ_ገዥ|8
p|ስቴት_ሕዝብ_ብዛት|8
p|ስቴት_ትልቋ_ከተማ|8
p|ስቴት_ሕዝብ_ብዛት_ከአገር|8
p|ስቴት_ላቲቲዩድ|8
p|ስቴት_ዋና_ከተማ|8
p|ስቴት_መሬት_ስፋት_ከአገር|8
p|ስቴት_ሕብረት_ቀን|8
p|ስቴት_ካርታ|8
p|ስቴት_ከፍተኛ_ነጥብ|8
p|ስቴት_ምዕጻረ_ቃል|8
p|ስቴት_አማካኝ_ከፍታ|8
p|ስቴት_መሬት_ስፋት|8
p|ስቴት_ስም|8

template|መለጠፊያ:የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ሲ
count|2
properties|4
p|scenarios|0
p|ግጥሚያዎች|1
p|tiebreakers|0
p|የተስፋፋ|1

template|መለጠፊያ:የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ቢ
count|1
properties|4
p|scenarios|0
p|ግጥሚያዎች|1
p|tiebreakers|0
p|የተስፋፋ|1

template|መለጠፊያ:Infobox Mountain
count|31
properties|19
p|Elevation|30
p|Caption|21
p|Photo|25
p|Location|30
p|Name|30
p|Listing|0
p|First ascent|23
p|Topographic map|5
p|Grid_ref_UK|0
p|Translation|0
p|Last eruption|11
p|Coordinates|1
p|Pronunciation|0
p|Language|0
p|Age|4
p|Grid_ref_Ireland|0
p|Easiest route|20
p|Range|24
p|Type|12

template|መለጠፊያ:Infobox የሚስጥ ስም
count|1
properties|4
p|footnotes|0
p|meaning|1
p|gender|1
p|origin|1

template|መለጠፊያ:የቦታ መረጃ
count|689
properties|46
p|ይፋ_ስም|5
p|መሪ_ስም2|1
p|ክፍፍል_ዓይነት3|21
p|lon_deg|644
p|መሪ_ማዕረግ2|1
p|lat_deg|645
p|east_west|650
p|መቀመጫ|14
p|ስዕል_መግለጫ2|1
p|መቀመጫ_ዓይነት|15
p|ድረ_ገጽ|12
p|ከፍታ|238
p|ክፍፍል_ስም2|229
p|ምሥረታ_ስም2|0
p|ምሥረታ_ስም|3
p|ስም|366
p|ስዕል|0
p|መሪ_ስም|11
p|ካርታ_አገር|652
p|ክፍፍል_ስም4|9
p|ክፍፍል_ዓይነት4|9
p|ስዕል2|2
p|lon_min|648
p|ስዕል_መግለጫ|190
p|ኗሪ_ስም|231
p|ቦታ_ጠቅላላ|19
p|ቦታ_መሬት|1
p|ክፍፍል_ስም|15
p|ባንዲራ|31
p|ቦታ_ዓይነት|41
p|ቦታ_ውሃ|0
p|lat_min|650
p|ካርታ_መግለጫ|14
p|ሕዝብ_ከተማ|7
p|መሪ_ስም3|0
p|መሪ_ማዕረግ|12
p|ክፍፍል_ዓይነት|41
p|ምሥረታ_ቀን2|0
p|አርማ|0
p|መሪ_ማዕረግ3|0
p|ሕዝብ_ገጠር|1
p|ክፍፍል_ዓይነት2|235
p|ክፍፍል_ስም3|21
p|ምሥረታ_ቀን|4
p|north_south|651
p|ሕዝብ_ጠቅላላ|290

template|መለጠፊያ:የቋንቋ መረጃ
count|2
properties|25
p|ቤተሰብ6|1
p|ቤተሰብ5|1
p|ስም_በቋንቋው|1
p|ቤተሰብ13|0
p|ስዕል|0
p|ካርታ|0
p|ስም_በአማርኛ|2
p|ቤተሰብ4|1
p|ቤተሰብ9|0
p|የሚጻፈው|1
p|የሚነገርበት_ቦታ|2
p|ቤተሰብ14|0
p|የተናጋሪዎች_ቁጥር|2
p|ቤተሰብ10|0
p|አጠራር|1
p|ቤተሰብ3|2
p|ቤተሰብ11|0
p|ቤተሰብ8|0
p|ቤተሰብ1|2
p|ቤተሰብ7|0
p|መግለጫ|0
p|ቤተሰብ12|0
p|የቤተሰብ_ቀለም|2
p|ቤተሰብ2|2
p|ቤተሰብ15|0

template|መለጠፊያ:እንጀራ ቻርት
count|4
properties|30
p|Other|0
p|ስም1|3
p|ዋጋ3|3
p|ቀለም6|2
p|ዋጋ9|0
p|ርዕስ|3
p|ስም4|3
p|thumb|0
p|ዋጋ4|3
p|ስም8|0
p|ቀለም3|3
p|ዋጋ8|0
p|ስም3|3
p|ዋጋ1|3
p|ስም7|1
p|ቀለም5|3
p|ዋጋ6|2
p|ዋጋ5|3
p|ቀለም4|3
p|ስም2|3
p|ቀለም9|0
p|ቀለም8|0
p|ስም5|3
p|ቀለም1|3
p|ዋጋ7|1
p|ዋጋ2|3
p|ቀለም2|3
p|ስም6|2
p|ቀለም7|1
p|ስም9|0

template|መለጠፊያ:የእግር ኳስ ቡድን መረጃ
count|17
properties|48
p|kit_alt2|0
p|ስታዲየም|17
p|pattern_so2|5
p|ድረ_ገጽ|7
p|pattern_sh3|4
p|kit_alt3|0
p|ምሥረታ|13
p|pattern_b1|5
p|ቅጽል_ስም|4
p|ስም|17
p|rightarm3|5
p|pattern_sh1|4
p|የመሪዎች_ስም|8
p|pattern_so3|4
p|shorts1|7
p|pattern_ra1|5
p|leftarm1|7
p|pattern_b2|6
p|ሙሉ_ስም|17
p|pattern_name3|0
p|የመሪዎች_ማዕረግ|8
p|socks3|5
p|ሊግ|17
p|pattern_la3|5
p|leftarm2|7
p|pattern_la1|5
p|pattern_name1|0
p|body3|5
p|rightarm1|7
p|shorts2|7
p|body2|7
p|pattern_ra2|5
p|pattern_b3|5
p|socks2|7
p|pattern_so1|4
p|የኋላ_ቀለም|8
p|kit_alt1|0
p|pattern_name2|0
p|የፅሁፍ_ቀለም|8
p|leftarm3|5
p|pattern_la2|5
p|shorts3|5
p|rightarm2|7
p|pattern_ra3|5
p|ሥዕል|14
p|socks1|7
p|body1|7
p|pattern_sh2|5

template|መለጠፊያ:የቀድሞ ቦታ መረጃ
count|24
properties|28
p|pushpin_map_caption|0
p|website|0
p|lon_deg|0
p|ኗሪ ስም|21
p|longd|24
p|lat_deg|0
p|east_west|0
p|map_caption|0
p|መንግሥት|12
p|pushpin_map|24
p|longEW|24
p|latm|24
p|ስዕል|0
p|site|0
p|ዘመናዊ አገር|24
p|longm|24
p|lon_min|0
p|latNS|24
p|ጥንታዊ አገር|22
p|ጥንታዊ አገር2|0
p|longs|20
p|caption|19
p|other_name|0
p|lat_min|0
p|latd|24
p|ዘመን|14
p|lats|20
p|north_south|0

template|መለጠፊያ:የ2010 እ.ኤ.አ. ፊፋ የዓለም ዋንጫ ምድብ ኢ
count|2
properties|4
p|scenarios|0
p|ግጥሚያዎች|1
p|tiebreakers|0
p|የተስፋፋ|1

template|መለጠፊያ:Click-inline
count|16
properties|4
p|link|16
p|height|16
p|width|16
p|image|16

template|መለጠፊያ:የአልበም መረጃ
count|31
properties|12
p|አልበም_ስም|30
p|አልበም_ሽፋን|14
p|የተለቀቀው|30
p|ዓይነት|30
p|ቋንቋ|30
p|የሽፋን_መግለጫ|0
p|ርዝመት|1
p|ስልት|0
p|ድምጻዊ_ስም|30
p|የተቀዳው|0
p|አሳታሚ|28
p|የሽፋን_ስፋት|0

template|መለጠፊያ:POTD commons
count|1
properties|6
p|float|1
p|thumb|1
p|caption|0
p|comment|0
p|next|0
p|title|1

template|መለጠፊያ:የዘፈን መረጃ
count|11
properties|16
p|ዘፈን_ስም|10
p|የተለቀቀው|6
p|ዓይነት|8
p|ቋንቋ|10
p|የሽፋን_መግለጫ|5
p|ርዝመት|6
p|ዜማ|5
p|ስልት|5
p|ቅንብር|8
p|ድምጻዊ_ስም|8
p|ግጥም|9
p|አልበም|7
p|የተቀዳው|4
p|ዘፈን_ሽፋን|5
p|አሳታሚ|8
p|የሽፋን_ስፋት|0

template|መለጠፊያ:የጠፈር መንኮራኩር
count|1
properties|64
p|ሠራተኞች|0
p|ጋር5|0
p|ዜግነት|0
p|ተከታይ4|0
p|ቀናት|0
p|ምክትል5|0
p|አባላት|1
p|የተልእኮ_መጨረሻ|1
p|ማዕረግ|0
p|ስም|1
p|ጠቅላይ_ሚኒስትር4|0
p|ፕሬዝዳንት4|0
p|የጨረቃ_ኦርቢተር|0
p|ስዕል|0
p|የተወለዱት|0
p|እናት|0
p|ጋር4|0
p|ቀዳሚ2|0
p|ቀዳሚ4|0
p|ምክትል4|0
p|የጠፈር_መንኮራኩር_ባህሪያት|1
p|የጠፈር_መንኮራኩር|0
p|ቢሮ5|0
p|ተከታይ2|0
p|ጦርነቶች|0
p|የማረፊያ_ብዛት|0
p|ሙያ|0
p|ጠቅላይ_ሚኒስትር2|0
p|ፊርማ|0
p|ሙሉ_ስም|0
p|ልጆች|0
p|ፓርቲ|0
p|የሰራተኞች_መጠን|0
p|ምክትል_ፕሬዝዳንት5|0
p|ቢሮ|0
p|ቀዳሚ5|0
p|አምራች|1
p|ትምህርት|0
p|የተቀበሩት|0
p|ምክትል_ፕሬዝዳንት2|0
p|የተጀመረበት_ቀን|1
p|አባት|0
p|ምክትል2|0
p|የስዕል_መግለጫ|1
p|የማረፊያ_ቀን|0
p|ጊዜ|0
p|ጋር|0
p|ቀናት5|0
p|ምክትል_ፕሬዝዳንት4|0
p|ሌላ_ስም|0
p|ጠቅላይ_ሚኒስትር5|0
p|ኃይል|0
p|ተከታይ5|0
p|ባለቤት|0
p|ቢሮ4|0
p|የተመለሰው_በ|0
p|ቀናት4|0
p|የሞቱት|0
p|ማረፊያ_ቦታ|0
p|የስዕል_ስፋት|0
p|ኢቫዎች|1
p|የጅምላ_አስጀምር|0
p|ፕሬዝዳንት5|0
p|ሀይማኖት|0

template|መለጠፊያ:Phoenician glyph
count|22
properties|5
p|phchar|22
p|archar|21
p|hechar|22
p|amchar|22
p|syrchar|22

template|መለጠፊያ:መረጃሳጥን ሰው
count|11
properties|18
p|የትውልድ ቦታ|8
p|ማዕረግ|3
p|ስም|10
p|ስዕል|0
p|የተወለዱት|8
p|ሽልማት|0
p|እናት|3
p|ሙያ|2
p|ፊርማ|3
p|ሙሉ_ስም|4
p|ልጆች|2
p|የተቀበሩት|0
p|አባት|3
p|የስዕል_መግለጫ|4
p|ባለቤት|6
p|የሞቱት|1
p|የስዕል_ስፋት|0
p|ሀይማኖት|3

template|መለጠፊያ:የጦርነት መረጃ
count|11
properties|19
p|መሪ2|7
p|መሪ1|7
p|ወገን1|8
p|ወገን2|7
p|አቅም2|5
p|ስዕል|0
p|ውጤት|10
p|አቅም1|5
p|ጉዳት1|8
p|ጦርነት_ስም|10
p|መሪ3|0
p|ጉዳት2|7
p|የስዕል_መግለጫ|9
p|ክፍል|2
p|ቀን|10
p|ቦታ|11
p|አቅም3|0
p|ጉዳት3|0
p|ወገን3|0

template|መለጠፊያ:ድርጅት መረጃ
count|11
properties|68
p|ምክትል_ፕሬዝዳንት3|0
p|ቀናት3|0
p|ፕሬዝዳንት3|0
p|መስራቾች|0
p|ጋር5|0
p|የተጣራ_ገቢ|0
p|ባለቤቶች|0
p|ተከታይ4|0
p|ጠቅላይ_ሚኒስትር3|0
p|ቀናት|0
p|ዋና_መሥሪያ_ቤት|1
p|ኢንዱስትሪ|10
p|ምክትል5|0
p|ሀገር|1
p|ማዕረግ|0
p|ፕሬዝዳንት|0
p|ስም|0
p|ቀደም_ሲል|0
p|ጠቅላይ_ሚኒስትር4|0
p|ፕሬዝዳንት4|0
p|ዓይነት|0
p|ስዕል|0
p|ጋር4|0
p|ቀዳሚ2|0
p|ቀዳሚ4|0
p|ምክትል4|0
p|ምክትል_ፕሬዚዳንት|0
p|ቢሮ5|0
p|ተከታይ2|0
p|ምርቶች|2
p|ቢሮ2|0
p|ጠቅላይ_ሚኒስትር2|0
p|ተከታይ3|0
p|እንደ_ተገበያየ|0
p|ምክትል3|0
p|አገልግሎቶች|0
p|ቁልፍ_ሰዎች|2
p|ምክትል_ፕሬዝዳንት5|0
p|ቢሮ|0
p|ቀዳሚ3|0
p|የቦታዎች_ብዛት|0
p|ቀዳሚ5|0
p|የሥራ_ማስኬጃ_ገቢ|0
p|ቢሮ3|0
p|ምክትል_ፕሬዝዳንት2|0
p|ምክትል2|0
p|የሚቀርበው_አካባቢ|0
p|የስዕል_መግለጫ|0
p|ቀናት2|0
p|ጊዜ|0
p|ጋር|0
p|ቀናት5|0
p|ተመሠረተ|1
p|ጋር2|0
p|ምክትል_ፕሬዝዳንት4|0
p|ጠቅላይ_ሚኒስትር5|0
p|ተከታይ|0
p|ተከታይ5|0
p|ፕሬዝዳንት2|0
p|ገቢ|9
p|ቢሮ4|0
p|ቀዳሚ|0
p|ቀናት4|0
p|የስዕል_ስፋት|0
p|ጠቅላላ_ንብረቶች|0
p|የሰራተኞች_ብዛት|1
p|ፕሬዝዳንት5|0
p|ጋር3|0

template|መለጠፊያ:ያዳምጡ
count|2
properties|57
p|play5|0
p|ፋይል_ስም4|0
p|play3|0
p|alt3|0
p|መግለጫ4|0
p|ፋይል_ስም7|0
p|play9|0
p|ርዕስ|0
p|ስም4|0
p|style|0
p|ስም|1
p|play|0
p|ስም10|0
p|ስም8|0
p|play8|0
p|ዓይነት|1
p|ስዕል|0
p|ፋይል_ስም3|0
p|play4|0
p|ፋይል_ስም8|0
p|መግለጫ8|0
p|መግለጫ5|0
p|መግለጫ10|0
p|alt2|0
p|alt9|0
p|ፋይል_ስም2|0
p|alt6|0
p|alt5|0
p|ስም3|0
p|alt10|0
p|መግለጫ2|0
p|ፋይል_ስም9|0
p|መግለጫ9|0
p|play7|0
p|ስም7|0
p|alt|0
p|መግለጫ6|0
p|ፋይል_ስም5|0
p|ስም2|0
p|alt8|0
p|ፋይል_ስም|1
p|ስም5|0
p|alt4|0
p|play2|0
p|መግለጫ3|0
p|መግለጫ|1
p|play6|0
p|ስም6|0
p|alt7|0
p|ፋይል_ስም6|0
p|አቀማመጥ|1
p|ስም9|0
p|ቀላል|0
p|እርዳታ|0
p|play10|0
p|መግለጫ7|0
p|ፋይል_ስም10|0

template|መለጠፊያ:Infobox dog breed
count|1
properties|41
p|akcstd|1
p|maleweight|0
p|weight|0
p|fcisection|1
p|name|1
p|notrecognized|0
p|fcigroup|1
p|kcukstd|1
p|femaleheight|0
p|ankcgroup|1
p|image|1
p|fcinum|1
p|litter_size|1
p|patronage|0
p|height|0
p|extinct|0
p|ckcgroup|1
p|maleheight|0
p|nzkcstd|1
p|country|1
p|color|0
p|femaleweight|0
p|coat|1
p|altname|1
p|ankcstd|1
p|ckcmisc|0
p|image_alt|1
p|note|0
p|ukcstd|1
p|colour|0
p|image_caption|1
p|life_span|1
p|akcfss|0
p|ukcgroup|1
p|imagedimensions|0
p|nzkcgroup|1
p|ckcstd|1
p|kcukgroup|1
p|akcgroup|1
p|akcmisc|0
p|nickname|1

template|መለጠፊያ:እግር ኳስ ግጥሚያ
count|12
properties|18
p|ቅጣት_ምት_አግቢዎች1|1
p|ስታዲየም|10
p|ተጨማሪ_ሰዓት|2
p|ደረጃ|0
p|ሰዓት|11
p|አግቢዎች2|10
p|ውድድር|0
p|ቅጣት_ምት_አግቢዎች2|1
p|ዳኛ|10
p|ውጤት|11
p|የቅጣት_ምት_ውጤት|1
p|አግቢዎች1|9
p|ቡድን1|11
p|ተመልካች|10
p|ሪፖርት|10
p|ቡድን2|10
p|የኋላ_ቀለም|1
p|ቀን|11

template|መለጠፊያ:የዘፈኖች ዝርዝር
count|30
properties|99
p|ርዝመት5|16
p|ዜማ7|5
p|ተጨማሪ3|0
p|አርዕስት6|29
p|አርቲስት13|0
p|ግጥም9|5
p|አርዕስት14|3
p|ርዝመት15|0
p|ዜማ14|1
p|ግጥም15|1
p|አርዕስት10|29
p|አርዕስት4|29
p|አርዕስት7|29
p|አርቲስት9|0
p|ርዝመት1|16
p|ዜማ3|5
p|ርዕስ|0
p|ተጨማሪ7|0
p|ግጥም11|5
p|አርቲስት10|0
p|ግጥም2|5
p|ተጨማሪ14|0
p|ርዝመት14|1
p|አርቲስት16|0
p|አርቲስት3|0
p|ዜማ6|5
p|ርዝመት16|0
p|ርዝመት2|16
p|ተጨማሪ10|0
p|አርቲስት12|0
p|አርዕስት9|29
p|ግጥም8|5
p|አርዕስት15|1
p|አርዕስት16|0
p|ርዝመት9|16
p|ግጥም12|4
p|አርዕስት3|29
p|ዜማ12|4
p|አርቲስት8|0
p|የተደበቀ|0
p|ተጨማሪ1|0
p|ርዝመት10|16
p|ተጨማሪ4|0
p|ዜማ15|1
p|ርዝመት13|3
p|ዜማ2|5
p|ግጥም3|5
p|ግጥም4|5
p|ተጨማሪ15|0
p|ተጨማሪ9|0
p|አርዕስት12|16
p|ዜማ1|5
p|አርቲስት1|0
p|ርዝመት8|16
p|ርዝመት3|16
p|ዜማ11|5
p|አርቲስት4|0
p|አርዕስት2|29
p|ግጥም7|5
p|ርዝመት12|9
p|ግጥም10|5
p|ጠቅላላ_ርዝመት|1
p|ዜማ10|5
p|አርቲስት7|0
p|ተጨማሪ12|0
p|ርዝመት7|16
p|ዜማ5|5
p|ተጨማሪ5|0
p|ግጥም13|2
p|ዜማ16|0
p|አርዕስት13|6
p|ዜማ8|5
p|አርቲስት11|0
p|ተጨማሪ16|0
p|ርዝመት4|16
p|አርቲስት14|0
p|ተጨማሪ2|0
p|ዜማ4|5
p|አርዕስት1|29
p|ግጥም5|5
p|አርዕስት5|29
p|አርቲስት5|0
p|አርዕስት8|29
p|አርቲስት6|0
p|አርዕስት11|25
p|ዜማ13|2
p|ርዝመት11|15
p|ግጥም6|5
p|ዜማ9|5
p|ግጥም16|0
p|አርቲስት2|0
p|ተጨማሪ13|0
p|አርቲስት15|0
p|ተጨማሪ6|0
p|ግጥም14|1
p|ተጨማሪ11|0
p|ርዝመት6|16
p|ተጨማሪ8|0
p|ግጥም1|5

template|መለጠፊያ:አለት ፍልፍል
count|105
properties|29
p|አካባቢ|11
p|lat_direction|0
p|WHS|0
p|Caption|0
p|locmapin|103
p|State_Party|0
p|lat_minutes|0
p|map_caption|103
p|latitude|17
p|NAME|0
p|ዓመት|10
p|ስም|5
p|ዓይነት|15
p|ስዕል|0
p|lat_seconds|0
p|long_degrees|0
p|longitude|17
p|maxwidth|0
p|long_minutes|0
p|ጂዎግራፊያዊ አቀማመጥ|0
p|map_width|0
p|long_seconds|0
p|long_direction|0
p|ሌላ ስም|9
p|lat_degrees|0
p|አደጋ|5
p|Extension|0
p|relief|103
p|State Party|0

template|መለጠፊያ:መረጃ ሳጥን ተራራ
count|1
properties|69
p|embedded|0
p|native_name|0
p|photo_caption|0
p|coordinates|0
p|map_size|0
p|format|0
p|coords|0
p|x|0
p|coord_type|0
p|elevation_ref|0
p|source|0
p|location|0
p|lat_s|1
p|elevation_m|0
p|map_caption|0
p|ከፍታ|1
p|map|0
p|photo_alt|0
p|y%|0
p|y|0
p|scale|0
p|ስም|1
p|prominence_ref|0
p|map_relief|0
p|ስዕል|0
p|volcanic_field|0
p|label|0
p|first_ascent|0
p|prominence_ft|0
p|coords_ref|0
p|long_m|1
p|easiest_route|0
p|listing|0
p|age|0
p|parent_peak|0
p|prominence_m|0
p|photo_width|0
p|pronunciation|0
p|child|0
p|map_alt|0
p|map_width|0
p|long_d|1
