wikiStats|lt

redirects|2496
r|Šablonas:Country data Lithuania|Šablonas:Country data Lietuva
r|Šablonas:Country data MRI|Šablonas:Country data Mauricijus
r|Šablonas:Country data Suverenus Maltos Karinis Ordinas|Šablonas:Country data Suverenus Maltos karinis ordinas
r|Šablonas:Country data ALB|Šablonas:Country data Albanija
r|Šablonas:Country flag alias CPV|Šablonas:Country flag alias Cape Verde
r|Šablonas:Location map Klaipėda|Šablonas:Location map Lietuva
r|Šablonas:AlgoritmųŠablonas|Šablonas:Infolentelė algoritmas
r|Šablonas:Reikalingas šaltinis|Šablonas:Faktas
r|Šablonas:Country data AZE|Šablonas:Country data Azerbaidžanas
r|Šablonas:Country alias SRB|Šablonas:Country alias Serbia
r|Šablonas:Country data Chantų-Mansių autonominė apygarda-Jugra|Šablonas:Country data Chantų Mansija
r|Šablonas:Savivaldybė 2|Šablonas:Savivaldybė
r|Šablonas:Ftchslo|Šablonas:Fsvkslo
r|Šablonas:Country data Greece|Šablonas:Country data Graikija
r|Šablonas:Country data Eritrea|Šablonas:Country data Eritrėja
r|Šablonas:F1 pilotas|Šablonas:Infolentelė F1 pilotas
r|Šablonas:Country data USA-MT|Šablonas:Country data Montana
r|Šablonas:Country data Saint Vincent and the Grenadines|Šablonas:Country data Sent Vinsentas ir Grenadinai
r|Šablonas:Šalies|Šablonas:Countrygenitive
r|Šablonas:Country alias NIG|Šablonas:Country alias Nigeria
r|Šablonas:Country data Tanzania, United Republic of|Šablonas:Country data Tanzanija
r|Šablonas:Dviratis|Šablonas:User dviratis
r|Šablonas:Country data MX-GUA|Šablonas:Country data Gvanachuato valstija
r|Šablonas:Country data NRU|Šablonas:Country data Nauru
r|Šablonas:Country data PAR|Šablonas:Country data Paragvajus
r|Šablonas:Graikų monstrai|Šablonas:Graikų mitinės būtybės
r|Šablonas:Paminklas|Šablonas:Archeologijos paminklas
r|Šablonas:Country data NGR|Šablonas:Country data Nigerija
r|Šablonas:Country data USA-SC|Šablonas:Country data Pietų Karolina
r|Šablonas:Ffscghaj|Šablonas:Ffsrbhaj
r|Šablonas:Country data Benin|Šablonas:Country data Beninas
r|Šablonas:Country flag alias SLO|Šablonas:Country flag alias Slovenia
r|Šablonas:Country data Wake Island|Šablonas:Country data Veiko sala
r|Šablonas:Country data ESA|Šablonas:Country data Salvadoras
r|Šablonas:Žem|Šablonas:Sgs
r|Šablonas:Country alias SEN|Šablonas:Country alias Senegal
r|Šablonas:Country data Aguaskaljenteso valstija|Šablonas:Country data Aguaskaljentesas
r|Šablonas:Country data CTA|Šablonas:Country data Centrinės Afrikos Respublika
r|Šablonas:Ffusrska|Šablonas:Ffrusska
r|Šablonas:City/LUX|Šablonas:City/Liuksemburgo miestas
r|Šablonas:Country data Congo Free State|Šablonas:Country data Kongo Laisvoji Valstybė
r|Šablonas:Country data MX-OAX|Šablonas:Country data Oachaka
r|Šablonas:Fyugdin|Šablonas:Fcrodin
r|Šablonas:Country data MX-TAB|Šablonas:Country data Tabaskas
r|Šablonas:Country data IND|Šablonas:Country data Indija
r|Šablonas:Jp icon|Šablonas:Jp-icon
r|Šablonas:Country data Sao Tome and Principe|Šablonas:Country data San Tomė ir Prinsipė
r|Šablonas:Moto-stub|Šablonas:Motociklas-stub
r|Šablonas:Country data Hong Kong|Šablonas:Country data Honkongas
r|Šablonas:Country data IRL|Šablonas:Country data Airija
r|Šablonas:Country alias PNG|Šablonas:Country alias Papua New Guinea
r|Šablonas:Country data Mongolia|Šablonas:Country data Mongolija
r|Šablonas:Country data PSE|Šablonas:Country data Palestina
r|Šablonas:Finan-stub|Šablonas:Fin-stub
r|Šablonas:City/PAN|Šablonas:City/Panamos miestas
r|Šablonas:City/SUI|Šablonas:City/Šveicarijos miestas
r|Šablonas:Location map Alytaus miesto savivaldybė|Šablonas:Location map Alytaus miestas
r|Šablonas:Tabla bonita|Šablonas:GražiLentelė
r|Šablonas:Protected|Šablonas:Užrakintas
r|Šablonas:Country data ATG|Šablonas:Country data Antigva ir Barbuda
r|Šablonas:Country flag alias SER|Šablonas:Country flag alias Serbia
r|Šablonas:Country data USA-OR|Šablonas:Country data Oregonas
r|Šablonas:Information|Šablonas:Vaizdo duomenys
r|Šablonas:Country data Wisconsin|Šablonas:Country data Viskonsinas
r|Šablonas:Country data Democratic Republic of the Congo|Šablonas:Country data Kongo Demokratinė Respublika
r|Šablonas:Country data North Vietnam|Šablonas:Country data Šiaurės Vietnamas
r|Šablonas:KOR-stub|Šablonas:Korėja-stub
r|Šablonas:Kuveito muchafazos|Šablonas:Kuveitas-ter
r|Šablonas:Country data Japan|Šablonas:Country data Japonija
r|Šablonas:Country data SVI|Šablonas:Country data Pietų Vietnamas
r|Šablonas:Compact ToC|Šablonas:CompactTOC
r|Šablonas:Country data Jalisco|Šablonas:Country data Chaliskas
r|Šablonas:Vikisutra|Šablonas:Lytiniai santykiai
r|Šablonas:NFPA 704|Šablonas:Nfpa
r|Šablonas:Totorio prefektūra|Šablonas:Totoris
r|Šablonas:Country data MAS|Šablonas:Country data Malaizija
r|Šablonas:User locationkaunas|Šablonas:User Kaunas
r|Šablonas:Country data Botswana|Šablonas:Country data Botsvana
r|Šablonas:User bat-smg-3|Šablonas:User sgs-3
r|Šablonas:Muzikos-instrumentas-stub|Šablonas:Muzika-stub
r|Šablonas:Location map Vilkaviškio rajonas|Šablonas:Location map Vilkaviškio rajono savivaldybė
r|Šablonas:User bat-smg|Šablonas:User sgs
r|Šablonas:Country flag alias MLT|Šablonas:Country flag alias Malta
r|Šablonas:Čibos prefektūra|Šablonas:Čiba
r|Šablonas:Madagaskaro regionai|Šablonas:Madagaskaras-ter
r|Šablonas:Former Country|Šablonas:Infolentelė buvusi valstybė
r|Šablonas:Country flag alias Czechoslovakia|Šablonas:Country flag alias Czech Republic
r|Šablonas:Lietuvos nacionalinės atrankos į Euroviziją infolentelė|Šablonas:Infolentelė dainų daina
r|Šablonas:Other uses|Šablonas:Reikšmės
r|Šablonas:Country alias CPV|Šablonas:Country alias Cape Verde
r|Šablonas:Infobox asmenybė|Šablonas:Žmogaus biografija
r|Šablonas:Infolentelė Herbas|Šablonas:Infolentelė herbas
r|Šablonas:Location map Neringos savivaldybė|Šablonas:Location map Lietuva
r|Šablonas:Country alias SYR|Šablonas:Country alias Syria
r|Šablonas:Country data KUW|Šablonas:Country data Kuveitas
r|Šablonas:Country data SKN|Šablonas:Country data Sent Kitsas ir Nevis
r|Šablonas:Ffyugvar|Šablonas:Ffmkdvar
r|Šablonas:Least|Šablonas:Mažiausias
r|Šablonas:Country data COD|Šablonas:Country data Kongo Demokratinė Respublika
r|Šablonas:Country data MNP|Šablonas:Country data Šiaurės Marianos salos
r|Šablonas:Country data CGO|Šablonas:Country data Kongo Respublika
r|Šablonas:Ukrainos portalas|Šablonas:Ukrainos projektas
r|Šablonas:Calendar/PirmMėnPradžiaKet|Šablonas:Calendar/MėnPradžiaKet
r|Šablonas:Cheminis elementas|Šablonas:Infolentelė cheminis elementas
r|Šablonas:Country data CIV|Šablonas:Country data Dramblio Kaulo Krantas
r|Šablonas:Atsinaujinantys energijos šaltiniai|Šablonas:Atsinaujinantieji energijos šaltiniai
r|Šablonas:Country data ZAM|Šablonas:Country data Zambija
r|Šablonas:Popiežius|Šablonas:Žmogaus biografija
r|Šablonas:Mianmaras|Šablonas:Mianmaras-ter
r|Šablonas:Documentation|Šablonas:Dokumentacija
r|Šablonas:Country data CUW|Šablonas:Country data Kiurasao
r|Šablonas:Country data SEN|Šablonas:Country data Senegalas
r|Šablonas:Country data BGD|Šablonas:Country data Bangladešas
r|Šablonas:Country data Quintana Roo|Šablonas:Country data Kintana Roo
r|Šablonas:Country data African Union|Šablonas:Country data Afrikos Sąjunga
r|Šablonas:Rel-bottom|Šablonas:Bottom
r|Šablonas:Country data Kosovo|Šablonas:Country data Kosovas
r|Šablonas:Europos šalių miestai|Šablonas:Europos miestai
r|Šablonas:Country data GIB|Šablonas:Country data Gibraltaras
r|Šablonas:Country data FIJ|Šablonas:Country data Fidžis
r|Šablonas:Coor dm|Šablonas:Coord
r|Šablonas:Kazachijos sritys|Šablonas:Kazachstano sritys
r|Šablonas:Country data Prussia|Šablonas:Country data Prūsija
r|Šablonas:Football player infobox|Šablonas:Infolentelė futbolo žaidėjas
r|Šablonas:Tolimojo kosmoso objektas/doc|Šablonas:Infolentelė tolimojo kosmoso objektas/doc
r|Šablonas:Country data Aguascalientes|Šablonas:Country data Aguaskaljentesas
r|Šablonas:Country data Arabų valstybių lyga|Šablonas:Country data Arabų Lyga
r|Šablonas:Country data Iran, Islamic Republic of|Šablonas:Country data Iranas
r|Šablonas:Infobox anime/Nar1|Šablonas:Infolentelė anime/Nar1
r|Šablonas:Country data Cote d'Ivoire|Šablonas:Country data Dramblio Kaulo Krantas
r|Šablonas:Location map Plungės rajonas|Šablonas:Location map Plungės rajono savivaldybė
r|Šablonas:Country data GUA|Šablonas:Country data Gvatemala
r|Šablonas:Wrongtitle|Šablonas:Netikslus pavadinimas
r|Šablonas:Country data FRA|Šablonas:Country data Prancūzija
r|Šablonas:Chv|Šablonas:Cv
r|Šablonas:Bar box|Šablonas:Diagramos lentelė
r|Šablonas:Location map Rusija 2/y|Šablonas:Location map Rusija/y
r|Šablonas:F1 trasa|Šablonas:Infolentelė F1 trasa
r|Šablonas:City/GRE|Šablonas:City/Graikijos miestas
r|Šablonas:Bajorų giminė|Šablonas:Infolentelė bajorų giminė
r|Šablonas:Versl-stub|Šablonas:Verslas-stub
r|Šablonas:Infolentelė dakaro ralis/doc|Šablonas:Infolentelė Dakaro ralis/doc
r|Šablonas:Welcome-bot|Šablonas:Sveiki
r|Šablonas:MYSv|Šablonas:MASv
r|Šablonas:Country data Katalonijos regionas|Šablonas:Country data Katalonija
r|Šablonas:Country data Republic of China|Šablonas:Country data Kinijos Respublika
r|Šablonas:Country data Čiubuto provincija|Šablonas:Country data Čubuto provincija
r|Šablonas:Tolimojo kosmoso objektas|Šablonas:Infolentelė tolimojo kosmoso objektas
r|Šablonas:Country data SAM|Šablonas:Country data Samoa
r|Šablonas:SLV-ter|Šablonas:Salvadoras-ter
r|Šablonas:Template doc page|Šablonas:Dokumentacijos subpuslapis
r|Šablonas:Dow Jones Index bendrovės|Šablonas:Dow Jones
r|Šablonas:Country data PRK|Šablonas:Country data Šiaurės Korėja
r|Šablonas:Country data New Hampshire|Šablonas:Country data Naujasis Hampšyras
r|Šablonas:City/POR|Šablonas:City/Portugalijos miestas
r|Šablonas:Country data TLS|Šablonas:Country data Rytų Timoras
r|Šablonas:IRC|Šablonas:User IRC
r|Šablonas:Country data Idalgas|Šablonas:Country data Hidalgas
r|Šablonas:Country data PHL|Šablonas:Country data Filipinai
r|Šablonas:Wikiportals|Šablonas:Vikisritys
r|Šablonas:Country data Guanachuatas|Šablonas:Country data Gvanachuato valstija
r|Šablonas:Dakaro ralis|Šablonas:Infolentelė Dakaro ralis
r|Šablonas:Country data BRB|Šablonas:Country data Barbadosas
r|Šablonas:Country alias COK|Šablonas:Country alias Cook Islands
r|Šablonas:Country data CXR|Šablonas:Country data Kalėdų sala
r|Šablonas:Country data Algeria|Šablonas:Country data Alžyras
r|Šablonas:Country data Qatar|Šablonas:Country data Kataras
r|Šablonas:Ffyugrad|Šablonas:Ffsrbrad
r|Šablonas:F1 automobilis|Šablonas:Infolentelė F1 automobilis
r|Šablonas:Sacramento Kings|Šablonas:Sakramento Kings
r|Šablonas:Last16|Šablonas:Last16b
r|Šablonas:Country data HTI|Šablonas:Country data Haitis
r|Šablonas:Boxtop|Šablonas:Userboxtop
r|Šablonas:Country alias US|Šablonas:Country alias USA
r|Šablonas:BC Neptūnas|Šablonas:Klaipėdos Neptūno sudėtis
r|Šablonas:Country data The Netherlands|Šablonas:Country data Nyderlandai
r|Šablonas:Istor-stub|Šablonas:Istorija-stub
r|Šablonas:Country flag alias CAN|Šablonas:Country flag alias Canada
r|Šablonas:Kitas|Šablonas:Reikšmė
r|Šablonas:Fukujaus prefektūra|Šablonas:Fukujus
r|Šablonas:Infolentelė/spalva/doc|Šablonas:Infolentelė2/spalva/doc
r|Šablonas:Country data Balearic Islands|Šablonas:Country data Balearai
r|Šablonas:Country data Earth|Šablonas:Country data Žemė
r|Šablonas:Country alias ALB|Šablonas:Country alias Albania
r|Šablonas:Fftchsla|Šablonas:Ffczesla
r|Šablonas:Country data Comoros|Šablonas:Country data Komorai
r|Šablonas:Infobox Company|Šablonas:Infolentelė bendrovė
r|Šablonas:City/GER|Šablonas:City/Vokietijos miestas
r|Šablonas:Inuse|Šablonas:Tvarkomas
r|Šablonas:Isp|Šablonas:Es
r|Šablonas:Country data Nepal|Šablonas:Country data Nepalas
r|Šablonas:Lot|Šablonas:La
r|Šablonas:Country data MX-COA|Šablonas:Country data Koahuila
r|Šablonas:Fgdrmag|Šablonas:Fgermag
r|Šablonas:Country data India|Šablonas:Country data Indija
r|Šablonas:Country data MX-JAL|Šablonas:Country data Chaliskas
r|Šablonas:Location map Klaipėdos rajonas|Šablonas:Location map Klaipėdos rajono savivaldybė
r|Šablonas:Country data Canada|Šablonas:Country data Kanada
r|Šablonas:Ist-stub|Šablonas:Istorija-stub
r|Šablonas:Country data Kanarai|Šablonas:Country data Kanarų salos
r|Šablonas:Country data Liberia|Šablonas:Country data Liberija
r|Šablonas:Country data BHS|Šablonas:Country data Bahamos
r|Šablonas:Country data EQG|Šablonas:Country data Pusiaujo Gvinėja
r|Šablonas:Country alias VEN|Šablonas:Country alias Venezuela
r|Šablonas:Country alias NEP|Šablonas:Country alias Nepal
r|Šablonas:Infobox Vyskupija|Šablonas:Infolentelė Vyskupija
r|Šablonas:Klaipedos apskritis|Šablonas:Klaipėdos apskritis
r|Šablonas:Non-free game screenshot|Šablonas:Screenshot
r|Šablonas:Fusrdim|Šablonas:Frusdin
r|Šablonas:KLDR-ter|Šablonas:Šiaurės Korėjos administraciniai vienetai
r|Šablonas:Location map Alytus|Šablonas:Location map Lietuva
r|Šablonas:Country flag alias United States|Šablonas:Country flag alias USA
r|Šablonas:Flag icon|Šablonas:Flagicon
r|Šablonas:Fftchdub|Šablonas:Ffsvkduk
r|Šablonas:Country data Norway|Šablonas:Country data Norvegija
r|Šablonas:Country data Caribbean|Šablonas:Country data Karibai
r|Šablonas:F1sezonas|Šablonas:Infolentelė F1 sezonas
r|Šablonas:Country data TOG|Šablonas:Country data Togas
r|Šablonas:Country data SAU|Šablonas:Country data Saudo Arabija
r|Šablonas:Infobox karinis konfliktas|Šablonas:Infolentelė karinis konfliktas
r|Šablonas:Pradžia-Rinktinė-illu/modifikacijos|Šablonas:Rinktinis paveikslėlis/modifikacijos
r|Šablonas:Ffgdrdyb|Šablonas:Ffgerdyb
r|Šablonas:Country data PAK|Šablonas:Country data Pakistanas
r|Šablonas:ParqueARG|Šablonas:ParkaiARG
r|Šablonas:Country data Western Samoa|Šablonas:Country data Samoa
r|Šablonas:Country data ANG|Šablonas:Country data Angola
r|Šablonas:Dalelių-fiz-stub|Šablonas:Dalelių-fizika-stub
r|Šablonas:Country data BUR|Šablonas:Country data Burkina Fasas
r|Šablonas:Bulgarija-ter|Šablonas:Bulgarijos sritys
r|Šablonas:Infobox Olympics Latvija|Šablonas:Infolentelė Latvija Olimpinėse žaidynėse
r|Šablonas:Turkmen-ter|Šablonas:Turkmėnistanas-ter
r|Šablonas:Country flag alias NIR|Šablonas:Country flag alias Northern Ireland
r|Šablonas:City/POL|Šablonas:City/Lenkijos miestas
r|Šablonas:Otheruse|Šablonas:Reikšmė
r|Šablonas:Polit-stub|Šablonas:Politologija-stub
r|Šablonas:Country data Tlaskala|Šablonas:Country data Tlaskalos valstija
r|Šablonas:Country data Aragono regionas|Šablonas:Country data Aragonas
r|Šablonas:Country data MSR|Šablonas:Country data Montseratas
r|Šablonas:Infolentelė Herbas/doc|Šablonas:Infolentelė herbas/doc
r|Šablonas:Country data Buenos Airės|Šablonas:Country data Buenos Airių provincija
r|Šablonas:Country data USA-OH|Šablonas:Country data Ohajas
r|Šablonas:Country data Prancūzų Gviana|Šablonas:Country data Prancūzijos Gviana
r|Šablonas:Country flag alias US|Šablonas:Country flag alias USA
r|Šablonas:Location map Radviliškio rajonas|Šablonas:Location map Radviliškio rajono savivaldybė
r|Šablonas:Mirė|Šablonas:Mirties data
r|Šablonas:Infobox universitetas|Šablonas:Infolentelė universitetas
r|Šablonas:Country data Netherlands Antilles|Šablonas:Country data Nyderlandų Antilai
r|Šablonas:Country data Aquitaine|Šablonas:Country data Akvitanija
r|Šablonas:Japonija-geo-stub|Šablonas:Japonija-stub
r|Šablonas:Vok|Šablonas:De
r|Šablonas:City/IRL|Šablonas:City/Airijos miestas
r|Šablonas:Country data KHM|Šablonas:Country data Kambodža
r|Šablonas:Skyryba|Šablonas:Skyrybos ženklai
r|Šablonas:Country data Verakruso valstija|Šablonas:Country data Verakrusas
r|Šablonas:Detroit Pistons|Šablonas:Detroito Pistons
r|Šablonas:Kataro valstybės|Šablonas:Kataro savivaldybės
r|Šablonas:Country data Croatia|Šablonas:Country data Kroatija
r|Šablonas:Country data Vėlykų sala|Šablonas:Country data Velykų sala
r|Šablonas:Country data CRC|Šablonas:Country data Kosta Rika
r|Šablonas:User Fizika|Šablonas:User fizika
r|Šablonas:Wikiquote|Šablonas:Vikicitatos
r|Šablonas:Country data Falkland Islands (Malvinas)|Šablonas:Country data Folklando (Malvinų) Salos
r|Šablonas:Sports-logo|Šablonas:Logo
r|Šablonas:Country data Bahamas, The|Šablonas:Country data Bahamos
r|Šablonas:GNU-FDL|Šablonas:GFDL
r|Šablonas:Country data Australia|Šablonas:Country data Australija
r|Šablonas:Ekonom-stub|Šablonas:Ekonomika-stub
r|Šablonas:Coor title dms|Šablonas:Coord
r|Šablonas:Country data Honduras|Šablonas:Country data Hondūras
r|Šablonas:Infobox anime/Manga|Šablonas:Infolentelė anime/Manga
r|Šablonas:Country data Falklando (Malvinų) salos|Šablonas:Country data Folklando (Malvinų) Salos
r|Šablonas:Location map Utenos rajonas|Šablonas:Location map Utenos rajono savivaldybė
r|Šablonas:Country data Laos|Šablonas:Country data Laosas
r|Šablonas:Ffscgofk|Šablonas:Ffsrbofk
r|Šablonas:Country data Congo DR|Šablonas:Country data Kongo Demokratinė Respublika
r|Šablonas:Ft red row|Šablonas:Football table red row
r|Šablonas:Country data ARU|Šablonas:Country data Aruba
r|Šablonas:Nowcommons|Šablonas:Jau Vikitekoj
r|Šablonas:Ffscgpar|Šablonas:Ffsrbpar
r|Šablonas:Geobox/test|Šablonas:Geobox/sandbox
r|Šablonas:Country data FSM|Šablonas:Country data Mikronezijos Federacinės Valstijos
r|Šablonas:Zoo-stub|Šablonas:Zoologija-stub
r|Šablonas:Fftchrhb|Šablonas:Ffczerhb
r|Šablonas:Karib-stub|Šablonas:Karibai-stub
r|Šablonas:Country data PYF|Šablonas:Country data Prancūzijos Polinezija
r|Šablonas:Vitorijos TAU Cerámica|Šablonas:Baskonijos Caja Laboral
r|Šablonas:Country data Mikronezija|Šablonas:Country data Mikronezijos Federacinės Valstijos
r|Šablonas:Country data Puebla|Šablonas:Country data Pueblos valstija
r|Šablonas:Country data Faroe Islands|Šablonas:Country data Farerų salos
r|Šablonas:Country data KWT|Šablonas:Country data Kuveitas
r|Šablonas:Country flag alias ENG|Šablonas:Country flag alias England
r|Šablonas:Country data TTO|Šablonas:Country data Trinidadas ir Tobagas
r|Šablonas:Mokslininko biografija|Šablonas:Infolentelė Mokslininkas
r|Šablonas:User Lietuvos Rytas|Šablonas:User lrytas
r|Šablonas:Country data Chalisko valstija|Šablonas:Country data Chaliskas
r|Šablonas:Country flag alias IRL|Šablonas:Country flag alias Ireland
r|Šablonas:Nobots|Šablonas:Bots
r|Šablonas:IExplorer|Šablonas:User IExplorer
r|Šablonas:Country data SLO|Šablonas:Country data Slovėnija
r|Šablonas:Japonijos žemės stub|Šablonas:Japonijos žemė stub
r|Šablonas:Spalva1|Šablonas:Infolentelė spalva
r|Šablonas:Country data Bosnia-Herzegovina|Šablonas:Country data Bosnija ir Hercegovina
r|Šablonas:Vikifikuoti|Šablonas:Vikizuoti
r|Šablonas:Country data Cyprus|Šablonas:Country data Kipras
r|Šablonas:Country data Buriatijos Respublika|Šablonas:Country data Buriatija
r|Šablonas:Country data VAT|Šablonas:Country data Vatikanas
r|Šablonas:Country data AU|Šablonas:Country data Afrikos Sąjunga
r|Šablonas:Country data UZB|Šablonas:Country data Uzbekija
r|Šablonas:Country data KIR|Šablonas:Country data Kiribatis
r|Šablonas:Country data MCO|Šablonas:Country data Monakas
r|Šablonas:Fftchplz|Šablonas:Ffczeplz
r|Šablonas:Country data Baker Island|Šablonas:Country data Beikerio sala
r|Šablonas:Country data ESP|Šablonas:Country data Ispanija
r|Šablonas:Spoil|Šablonas:Siužetas
r|Šablonas:Data|Šablonas:Gimė
r|Šablonas:Country data GHA|Šablonas:Country data Gana
r|Šablonas:Charlotte Bobcats|Šablonas:Šarlotės Bobcats
r|Šablonas:Indijos valstijos ir teritorijos|Šablonas:Indija-ter
r|Šablonas:Country data Andalusia|Šablonas:Country data Andalūzija
r|Šablonas:Country data Suriname|Šablonas:Country data Surinamas
r|Šablonas:Country data USA-WI|Šablonas:Country data Viskonsinas
r|Šablonas:Country flag alias JAM|Šablonas:Country flag alias Jamaica
r|Šablonas:Country flag alias CRO|Šablonas:Country flag alias Croatia
r|Šablonas:Country data Oman|Šablonas:Country data Omanas
r|Šablonas:Country data WLS|Šablonas:Country data Velsas
r|Šablonas:Country data MX-YUC|Šablonas:Country data Jukatano valstija
r|Šablonas:Self-GFDL|Šablonas:GFDL-self
r|Šablonas:Country data MX-MEX|Šablonas:Country data Meksikas
r|Šablonas:Country flag alias SVN|Šablonas:Country flag alias Slovenia
r|Šablonas:Country data MX-GRO|Šablonas:Country data Gereras
r|Šablonas:Rinkimai Lietuvos respublikoje|Šablonas:Lietuvos rinkimai
r|Šablonas:Gunmos prefektūra|Šablonas:Gunma
r|Šablonas:Los Angeles Lakers|Šablonas:Los Andželo Lakers
r|Šablonas:Saudo Arabijos em|Šablonas:Saudo Arabijos emyratai
r|Šablonas:Country alias ANG|Šablonas:Country alias Angola
r|Šablonas:Country data South Africa|Šablonas:Country data Pietų Afrikos Respublika
r|Šablonas:Infobox anime/OVA|Šablonas:Infolentelė anime/OVA
r|Šablonas:Infobox anime/Apačia|Šablonas:Infolentelė anime/Apačia
r|Šablonas:Country data Namibia|Šablonas:Country data Namibija
r|Šablonas:User fa|Šablonas:User fa-4
r|Šablonas:Country data Vietnam|Šablonas:Country data Vietnamas
r|Šablonas:Mergefrom|Šablonas:Prijungti iš
r|Šablonas:Country data PUR|Šablonas:Country data Puerto Rikas
r|Šablonas:Country data Sovietų Sąjunga|Šablonas:Country data Tarybų Sąjunga
r|Šablonas:Ol|Šablonas:Nl
r|Šablonas:Country data Jamalo nencų autonominė apygarda|Šablonas:Country data Jamalo Nencų autonominė apygarda
r|Šablonas:Nat fs g player|Šablonas:Nat fs player
r|Šablonas:Start box|Šablonas:S-start
r|Šablonas:Country alias LTU|Šablonas:Country alias Lithuania
r|Šablonas:GERfutč|Šablonas:Bundeslyga
r|Šablonas:Country data NOR|Šablonas:Country data Norvegija
r|Šablonas:Country data Misisipė (valstija)|Šablonas:Country data Misisipė
r|Šablonas:Country data DJI|Šablonas:Country data Džibutis
r|Šablonas:Country data Dutch Guiana|Šablonas:Country data Nyderlandų Gajana
r|Šablonas:Rename|Šablonas:Pervadinti
r|Šablonas:Country data Serbian Krajina|Šablonas:Country data Serbų Krajinos Respublika
r|Šablonas:Japonijos prefektūros|Šablonas:Infolentelė Japonijos prefektūros
r|Šablonas:Non-free media rationale|Šablonas:Non-free use rationale
r|Šablonas:Teror-stub|Šablonas:Terorizmas-stub
r|Šablonas:Gramklaidos|Šablonas:Gramatika
r|Šablonas:Country data ISR|Šablonas:Country data Izraelis
r|Šablonas:Country data UKR|Šablonas:Country data Ukraina
r|Šablonas:Country data HON|Šablonas:Country data Hondūras
r|Šablonas:Wikisutra|Šablonas:Lytiniai santykiai
r|Šablonas:Country data Akrotiri and Dhekelia|Šablonas:Country data Akrotiris ir Dekelija
r|Šablonas:Infobox protected area|Šablonas:Saugoma teritorija
r|Šablonas:Country data PCN|Šablonas:Country data Pitkerno salos
r|Šablonas:Tadžik-ter|Šablonas:Tadžikistanas-ter
r|Šablonas:Grožio konkursas|Šablonas:Infolentelė grožio konkursas
r|Šablonas:Country data NPL|Šablonas:Country data Nepalas
r|Šablonas:Country data USA-ID|Šablonas:Country data Aidahas
r|Šablonas:Jamagatos prefektūra|Šablonas:Jamagata
r|Šablonas:Stub-teisė|Šablonas:Teisė-stub
r|Šablonas:Country data Congo, Republic of the|Šablonas:Country data Kongo Respublika
r|Šablonas:Country data TCA|Šablonas:Country data Terkso ir Kaikoso salos
r|Šablonas:Infobox Weather|Šablonas:Infobox Oras
r|Šablonas:Jeituščias|Šablonas:Ifempty
r|Šablonas:Country flag alias Republic of Macedonia|Šablonas:Country flag alias Macedonia
r|Šablonas:Colombia|Šablonas:Kolumbija-ter
r|Šablonas:Country data Republic of Srpska|Šablonas:Country data Serbų Respublika
r|Šablonas:EURdomf|Šablonas:Europos šalių futbolo sistemos
r|Šablonas:Lt-stub|Šablonas:Lietuva-stub
r|Šablonas:Country data Hungary|Šablonas:Country data Vengrija
r|Šablonas:Country data VIN|Šablonas:Country data Sent Vinsentas ir Grenadinai
r|Šablonas:Country data Chiapas|Šablonas:Country data Čiapasas
r|Šablonas:Histologija-stub|Šablonas:Histol-stub
r|Šablonas:Webcite|Šablonas:WebCite
r|Šablonas:SCO-ter|Šablonas:Škotija-ter
r|Šablonas:Country data Ceylon|Šablonas:Country data Ceilonas
r|Šablonas:Country data Guatemala|Šablonas:Country data Gvatemala
r|Šablonas:Fairuse|Šablonas:Fair use
r|Šablonas:Barrio|Šablonas:Infolentelė Buenos Airių kvartalas
r|Šablonas:Country data Egypt|Šablonas:Country data Egiptas
r|Šablonas:Country alias Côte d'Ivoire|Šablonas:Country alias Ivory Coast
r|Šablonas:Country data FL|Šablonas:Country data Florida
r|Šablonas:AlgorithmStub|Šablonas:Programavimas-stub
r|Šablonas:Fukušimos prefektūra|Šablonas:Fukušima
r|Šablonas:Ffyugbrc|Šablonas:Ffbihbor
r|Šablonas:Avia-stub|Šablonas:Aviacija-stub
r|Šablonas:Infobox Kinijos valdovas|Šablonas:Infolentelė Kinijos valdovas
r|Šablonas:Country data South Carolina|Šablonas:Country data Pietų Karolina
r|Šablonas:Country data Latvia|Šablonas:Country data Latvija
r|Šablonas:Ffscgzel|Šablonas:Ffsrbzel
r|Šablonas:Nat fs g start|Šablonas:Nat fs start
r|Šablonas:Country alias Republic of Macedonia|Šablonas:Country alias Macedonia
r|Šablonas:Singlas|Šablonas:Infolentelė singlas
r|Šablonas:Fftchzil|Šablonas:Ffsvkzil
r|Šablonas:Cite paper|Šablonas:Cite journal
r|Šablonas:Country data VIE|Šablonas:Country data Vietnamas
r|Šablonas:Country data BEL|Šablonas:Country data Belgija
r|Šablonas:Pd|Šablonas:PD
r|Šablonas:Country data Canary Islands|Šablonas:Country data Kanarų salos
r|Šablonas:Dead link|Šablonas:Neveikianti nuoroda
r|Šablonas:Merge|Šablonas:Jungti
r|Šablonas:Country data USA-MA|Šablonas:Country data Masačusetsas
r|Šablonas:Country data United States Virgin Islands|Šablonas:Country data Mergelių salos (JAV)
r|Šablonas:Country data Tabasko valstija|Šablonas:Country data Tabaskas
r|Šablonas:Big|Šablonas:Didelis
r|Šablonas:Country data Keretaro valstija|Šablonas:Country data Keretaras
