wikiStats|id

redirects|8218
r|Templat:Mo browse|Templat:Infobox road/MO browse
r|Templat:User osx|Templat:Pengguna Mac OS X
r|Templat:Islamic Barnstar|Templat:BintangWiki Islam
r|Templat:Canadian Forces Land Force Command|Templat:Canadian Army
r|Templat:Diblokir|Templat:Diblok
r|Templat:Infobox Constellation|Templat:Infobox Konstelasi
r|Templat:Mapit-US-cityscale|Templat:Geolinks-US-cityscale
r|Templat:HariIniDalamSejarah/27 Maret|Templat:Hari Ini Dalam Sejarah/Maret
r|Templat:Lower Austria|Templat:Austria Hilir
r|Templat:Married|Templat:Marriage
r|Templat:Siantan, Pontianak|Templat:Siantan, Mempawah
r|Templat:Album infobox|Templat:Infobox Album
r|Templat:Teweh timur, barito utara|Templat:Teweh Timur, Barito Utara
r|Templat:Infobox Language/terminological|Templat:Infobox Bahasa/terminological
r|Templat:John Lennon Singles|Templat:John Lennon singles
r|Templat:Daftar belum lengkap|Templat:Daftar tidak lengkap
r|Templat:Pimpinan Kabinet Amerika Serikat|Templat:Anggota Kabinet Amerika Serikat
r|Templat:Cite-web|Templat:Cite web
r|Templat:The war of the worlds|Templat:The War of the Worlds
r|Templat:MAU|Templat:MRT
r|Templat:Military ranks|Templat:Pangkat militer
r|Templat:Cina-stub|Templat:Tiongkok-stub
r|Templat:Province of Asti|Templat:Provinsi Asti
r|Templat:Infobox Lukisan|Templat:Infobox karya seni
r|Templat:Doubleimage|Templat:Double image
r|Templat:Republik Irlandia-geo-stub|Templat:RepublikIrlandia-geo-stub
r|Templat:Coptic Popes|Templat:Daftar Paus Gereja Ortodoks Koptik
r|Templat:Disambiguasiindo/doc|Templat:Disambiguasi indo/doc
r|Templat:Brazilian television stations|Templat:Televisi di Brasil
r|Templat:Country data JEY|Templat:Country data Jersey
r|Templat:Citeweb|Templat:Cite web
r|Templat:Recent|Templat:Aktualitas
r|Templat:Ue-stub|Templat:UE-stub
r|Templat:Komune Hauts-de-Seine|Templat:Hauts-de-Seine
r|Templat:Niue-bio-stub|Templat:Niue-stub
r|Templat:Mohon-diblok|Templat:Mohon diblok
r|Templat:Rivers in the United States|Templat:Sungai di AS
r|Templat:The beatles|Templat:The Beatles
r|Templat:Komune di Ardèche|Templat:Ardèche
r|Templat:Kotak info perusahaan|Templat:Infobox Perusahaan
r|Templat:Syi'ah pengguna|Templat:Pengguna Syi'ah
r|Templat:NonSpamEmail|Templat:No spam
r|Templat:Anggota ProyekWiki Solo|Templat:Anggota ProyekWiki Surakarta
r|Templat:Country data Prefektur Ōsaka|Templat:Country data Osaka
r|Templat:HariIniDalamSejarah/27 Mei|Templat:Hari Ini Dalam Sejarah/Mei
r|Templat:Komune Côtes-d'Armor|Templat:Côtes-d'Armor
r|Templat:Komune di Haute-Vienne|Templat:Haute-Vienne
r|Templat:Television colour/doc|Templat:Televisi/warna/doc
r|Templat:Fashion-stub|Templat:Mode-stub
r|Templat:Komune di Morbihan|Templat:Morbihan
r|Templat:Location map France Mayotte|Templat:Peta lokasi Mayotte
r|Templat:Roman Emperors|Templat:Kaisar Romawi
r|Templat:Artis-indo-stub|Templat:Pemeran-indo-stub
r|Templat:Kecamatan Lore Utara|Templat:Lore Utara, Poso
r|Templat:HariIniDalamSejarah/16 Januari|Templat:Hari Ini Dalam Sejarah/Januari
r|Templat:Number/range/doc|Templat:Angka/range/doc
r|Templat:Location map Russia Karachay-Cherkessia|Templat:Location map Rusia Karachay-Cherkessia
r|Templat:As geo-stub|Templat:Geo-stub
r|Templat:Bagian Jerman|Templat:Negara bagian Jerman
r|Templat:Infobox Philippine province (with note)|Templat:Infobox settlement
r|Templat:Majalah-stub|Templat:Buku-stub
r|Templat:Skuad Pelita Jaya Jawa Barat|Templat:Skuat Pelita Bandung Raya
r|Templat:HariIniDalamSejarah/17 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Kapuas Timur|Templat:Kapuas Timur, Kapuas
r|Templat:Daftar ibukota Afrika|Templat:Ibukota di Afrika
r|Templat:Location map Russia Adygea|Templat:Location map Rusia Adygea
r|Templat:Userboxbotom|Templat:End
r|Templat:Country data Hong Kong, Cina|Templat:Country data Hong Kong
r|Templat:Infobox Chinese|Templat:Nama Tionghoa
r|Templat:Country data Italy|Templat:Country data Italia
r|Templat:Spanish name 2|Templat:Nama Spanyol
r|Templat:Ibdb title|Templat:IBDB title
r|Templat:World Heritage Sites in the Republic of Korea|Templat:Situs Warisan Dunia di Korea Selatan
r|Templat:Country data Turks and Caicos Islands|Templat:Country data Kepulauan Turks dan Caicos
r|Templat:Widodaren, ngawi|Templat:Widodaren, Ngawi
r|Templat:Country data Ōita|Templat:Country data Oita
r|Templat:Campaignbox Anglo-Spanish War (1779)|Templat:Kotak kampanye Perang Inggris-Spanyol (1779)
r|Templat:Country data PAR|Templat:Country data Paraguay
r|Templat:Dusun Selatan|Templat:Dusun Selatan, Barito Selatan
r|Templat:Imdb title|Templat:Imdb judul
r|Templat:Country data Armenian SSR|Templat:Country data RSS Armenia
r|Templat:Kec-2|Templat:Navigasi ID Desa
r|Templat:Kotak presiden|Templat:Infobox Officeholder
r|Templat:Template doc/Preload|Templat:Dokumentasi/preload
r|Templat:NYCS 63rd|Templat:NYCS 63rd IND
r|Templat:Arondisemen di Somme|Templat:Somme
r|Templat:HariIniDalamSejarah/7 Juli|Templat:Hari Ini Dalam Sejarah/Juli
r|Templat:Country data MEX|Templat:Country data Meksiko
r|Templat:Perkebunan-stub|Templat:Pertanian-stub
r|Templat:Country data Polinesia Prancis|Templat:Country data Polinesia Perancis
r|Templat:Kotakinfo Klub|Templat:Kotak info klub sepak bola
r|Templat:Permainan valve|Templat:Permainan Valve
r|Templat:Country data Saxony-Anhalt|Templat:Country data Sachsen-Anhalt
r|Templat:Kse|Templat:KSE
r|Templat:Meliphagidae-stub|Templat:Hewan-stub
r|Templat:Pengguna Islam|Templat:Pengguna Muslim
r|Templat:Klub-Indo-stub|Templat:Klub-sb-stub
r|Templat:Twolegresult|Templat:TwoLegResult
r|Templat:Ping|Templat:Re
r|Templat:Bukan|Templat:Bedakan
r|Templat:Terjemah templat|Templat:Terjemah-templat
r|Templat:Userbox2|Templat:Userbox
r|Templat:Country data Kyôto|Templat:Country data Kyoto
r|Templat:Kristen-Televisi-stub|Templat:Kristen-TV-stub
r|Templat:Football squad2 player|Templat:Fsp2
r|Templat:Cite NSRW|Templat:NSRW Cite
r|Templat:HariIniDalamSejarah/23 Februari|Templat:Hari Ini Dalam Sejarah/Februari
r|Templat:Infobox sports league|Templat:Infobox Sports league
r|Templat:Country data Kingdom of Great Britain|Templat:Country data Kerajaan Britania Raya
r|Templat:BIS|Templat:GNB
r|Templat:HariIniDalamSejarah/26 Maret|Templat:Hari Ini Dalam Sejarah/Maret
r|Templat:Pengguna penggemar tikus|Templat:Pengguna pemburu tikus
r|Templat:KOL|Templat:COL
r|Templat:HariIniDalamSejarah/25 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Pisah|Templat:VPisah
r|Templat:Twitter Navigation|Templat:Twitter navbox
r|Templat:Tulakan, pacitan|Templat:Tulakan, Pacitan
r|Templat:Wikimedia foundation|Templat:Wikimedia Foundation
r|Templat:NATO|Templat:Pakta Pertahanan Atlantik Utara
r|Templat:Infobox album|Templat:Infobox Album
r|Templat:Perangkatlunaktahun|Templat:Software tahun
r|Templat:Bbc.co.uk|Templat:BBC Online
r|Templat:Politikus RI|Templat:Infobox Officeholder
r|Templat:FlagIOCathlete|Templat:BenderaAtletKOI
r|Templat:Kotak info perguruan tinggi|Templat:Infobox Universitas
r|Templat:Luksemburg-bio-stub|Templat:Luksemburg-stub
r|Templat:Oh browse|Templat:Infobox road/OH browse
r|Templat:Babel-10|Templat:Babel
r|Templat:Se icon|Templat:Sv
r|Templat:Cigugur, Ciamis|Templat:Cigugur, Pangandaran
r|Templat:Country data Arab League|Templat:Country data Liga Arab
r|Templat:Christianity|Templat:Kristen
r|Templat:Communism|Templat:Komunisme
r|Templat:Country data UKR|Templat:Country data Ukraina
r|Templat:Infobox Mid-air collision|Templat:Infobox aircraft occurrence
r|Templat:Infobox US Ambassador|Templat:Infobox Officeholder
r|Templat:Tiongkok-geo-stub|Templat:RRT-geo-stub
r|Templat:Country data SMOM|Templat:Country data Ordo Militer Berdaulat Malta
r|Templat:Wsm|Templat:WSM
r|Templat:Cities and towns in Bad Toelz-Wolfratshausen|Templat:Cities and towns in Bad Tölz-Wolfratshausen
r|Templat:Rujukan|Templat:Tanpa referensi
r|Templat:Arondisemen di Hautes-Alpes|Templat:Hautes-Alpes
r|Templat:Base kembang/doc|Templat:Tidak dikembangkan/doc
r|Templat:Location map East Timor|Templat:Location map Timor Leste
r|Templat:Purwoharjo|Templat:Purwoharjo, Banyuwangi
r|Templat:Korea Exchange|Templat:KSE
r|Templat:Wah|Templat:Why
r|Templat:Selamatdatang|Templat:Selamat datang
r|Templat:Location map Russia North Ossetia-Alania|Templat:Location map Rusia Ossetia Utara-Alania
r|Templat:HariIniDalamSejarah/31 Januari|Templat:Hari Ini Dalam Sejarah/Januari
r|Templat:Skuat Arema Indonesia|Templat:Skuat Arema Indonesia (IPL)
r|Templat:Cities in Bulgaria|Templat:Kota di Bulgaria
r|Templat:Ulu Rawas, Musi Rawas|Templat:Ulu Rawas, Musi Rawas Utara
r|Templat:HariIniDalamSejarah/2 Juni|Templat:Hari Ini Dalam Sejarah/Juni
r|Templat:Paragrafutama|Templat:Paragraf pembuka
r|Templat:Country data Bosnia and Herzegovina|Templat:Country data Bosnia dan Herzegovina
r|Templat:Hiperbola|Templat:Peacock
r|Templat:Mk|Templat:Mk icon
r|Templat:Kotak info nagari/doc|Templat:Nagari/doc
r|Templat:Negaranama/doc|Templat:Flagcountry/doc
r|Templat:Country data Ascension Island|Templat:Country data Pulau Ascension
r|Templat:Kesebelasan dalam Bundesliga 2008-2009|Templat:Fußball-Bundesliga
r|Templat:Country data BIZ|Templat:Country data Belize
r|Templat:Memoryalpha article|Templat:Memoryalpha artikel
r|Templat:Ford vehicles|Templat:Ford
r|Templat:Sastrawannobelwn|Templat:Nobelwn
r|Templat:Perbarui infobox|Templat:Ganti infobox
r|Templat:Clarke County, Alabama|Templat:County Clarke, Alabama
r|Templat:Country data VUT|Templat:Country data Vanuatu
r|Templat:Seri D/D|Templat:Serie D
r|Templat:Ue|Templat:EUR
r|Templat:Citenews|Templat:Cite news
r|Templat:Ta icon|Templat:Ta
r|Templat:HariIniDalamSejarah/12 Agustus|Templat:Hari Ini Dalam Sejarah/Agustus
r|Templat:Kotak info kampung|Templat:Kampung
r|Templat:Komune Allier|Templat:Allier
r|Templat:Infobox patriarch|Templat:Infobox Christian leader
r|Templat:Tv-screenshot|Templat:TampilanFilm
r|Templat:Geographic location|Templat:Geographic Location
r|Templat:Angkutan-air-stub|Templat:Kapal-stub
r|Templat:Infobox Aircraft incident|Templat:Infobox aircraft occurrence
r|Templat:Tokoh-animasi-stub|Templat:Tokoh-Animasi-Stub
r|Templat:Klub sepak bola-stub|Templat:Klub-sb-stub
r|Templat:Location map Iceland|Templat:Location map Islandia
r|Templat:Tim f1|Templat:Tim F1
r|Templat:ASUE|Templat:SUE
r|Templat:Hidden cat|Templat:Hiddencat
r|Templat:Lignes à grande vitesse|Templat:TGV navbox
r|Templat:Kabupaten Kepulauan Pangkajene|Templat:Kabupaten Pangkajene dan Kepulauan
r|Templat:Tokoh Korea|Templat:Korea-bio-stub
r|Templat:Motorsport venue|Templat:Infobox motorsport venue
r|Templat:Politikuskawasan|Templat:Politikus kawasan
r|Templat:Pariwisata-stub|Templat:Wisata-stub
r|Templat:CHN-ROC|Templat:ROC
r|Templat:Komune di Charente-Maritime|Templat:Charente-Maritime
r|Templat:Cite pmid/9405350|Templat:Cite doi/10.1126.2Fscience.278.5346.2130
r|Templat:CURRENTDAYWIB|Templat:WIB
r|Templat:Country data Turks dan Kepulauan Caicos|Templat:Country data Kepulauan Turks dan Caicos
r|Templat:Country data CIV|Templat:Country data Pantai Gading
r|Templat:Peristiwa terkini/Atas|Templat:Peristiwa Terkini/Atas
r|Templat:HariIniDalamSejarah/8 November|Templat:Hari Ini Dalam Sejarah/November
r|Templat:Jalan di New York City|Templat:Jalan di Manhattan
r|Templat:Country data ROM|Templat:Country data Rumania
r|Templat:Komune di Var|Templat:Var
r|Templat:Ca icon|Templat:Ca
r|Templat:Dokumentasi templat ditransklusikan/doc|Templat:Subhalaman dokumentasi/doc
r|Templat:Kepulauan Solomon-stub|Templat:KepulauanSolomon-stub
r|Templat:DRC|Templat:COD
r|Templat:Cimerak, Ciamis|Templat:Cimerak, Pangandaran
r|Templat:Nflag|Templat:Negara
r|Templat:HariIniDalamSejarah/25 April|Templat:Hari Ini Dalam Sejarah/April
r|Templat:Location map Morocco|Templat:Location map Maroko
r|Templat:Komika alumni Kompas TV|Templat:Stand Up Comedy Show
r|Templat:Wek|Templat:.P
r|Templat:Country data China, Republic of|Templat:Country data Republik Tiongkok
r|Templat:Indonesian Idol 5|Templat:Indonesian Idol
r|Templat:User perempuan|Templat:Pengguna perempuan
r|Templat:Arondisemen di Savoie|Templat:Savoie
r|Templat:SUI|Templat:CHE
r|Templat:Fl browse|Templat:Infobox road/FL browse
r|Templat:TemperatureScales|Templat:UkuranSuhu
r|Templat:Infobox organisasi|Templat:Kotak info organisasi
r|Templat:Lang-gr|Templat:Lang-el
r|Templat:IMDb title|Templat:Imdb judul
r|Templat:CHI|Templat:CHL
r|Templat:Country data SUD|Templat:Country data Sudan
r|Templat:Mergeto|Templat:Gabungkepada
r|Templat:Bojongmanggu, Bekasi|Templat:Bojongmangu, Bekasi
r|Templat:Timnasu23|Templat:Fbu
r|Templat:Operations in Charleston Harbor|Templat:Operasi di Charleston Harbor
r|Templat:Kabupaten Gunung Kidul|Templat:Kabupaten Gunungkidul
r|Templat:HariIniDalamSejarah/29 Agustus|Templat:Hari Ini Dalam Sejarah/Agustus
r|Templat:Wanayasa, banjarnegara|Templat:Wanayasa, Banjarnegara
r|Templat:Zamf|Templat:ZAMf
r|Templat:End frame|Templat:End
r|Templat:Iafd|Templat:Nama IAFD
r|Templat:Arondisemen di Tarn|Templat:Tarn
r|Templat:ProyekWiki Solo|Templat:ProyekWiki Surakarta
r|Templat:Convert/+/-|Templat:Convert/±
r|Templat:Cite website|Templat:Cite web
r|Templat:As-stub|Templat:AS-stub
r|Templat:Indo-hist-stub|Templat:Indo-sejarah-stub
r|Templat:Pengguna Militer|Templat:Pengguna militer
r|Templat:Portalbar|Templat:Portal bar
r|Templat:Arondisemen di Guyana Perancis|Templat:Guyana Perancis
r|Templat:Country data NRU|Templat:Country data Nauru
r|Templat:Country data Tiongkok Taipei|Templat:Country data Tionghoa Taipei
r|Templat:Late night television in the United States|Templat:Program komedi dan bincang-bincang tengah malam di televisi Amerika Serikat
r|Templat:HariIniDalamSejarah/13 September|Templat:Hari Ini Dalam Sejarah/September
r|Templat:Yayasan-stub|Templat:Organisasi-stub
r|Templat:OMA|Templat:OMN
r|Templat:Hapus:terjemah/1|Templat:Tidak diterjemahkan
r|Templat:Daftar Daerah Tingkat II Kalimantan Barat|Daftar kabupaten dan kota di Kalimantan Barat
r|Templat:Skuad Italia Piala Dunia 1970|Templat:Skuat PD1970 Italia
r|Templat:Sepak bola pada SEA Games|Templat:SB SEA Games
r|Templat:Infobox language/quilt|Templat:Infobox Bahasa/language family color table
r|Templat:Infobox Situs Warisan Dunia|Templat:Infobox World Heritage Site
r|Templat:Wikipedialang|Templat:BahasaWikipedia
r|Templat:Country data SEN|Templat:Country data Senegal
r|Templat:Pagename|Templat:PAGENAME
r|Templat:Pdf|Templat:PDFlink
r|Templat:Pramuka bawah|Templat:Pramuka/Umum
r|Templat:Kecamatan Sindue|Templat:Sindue, Donggala
r|Templat:Walea Kepulauan, Tojo Una-una|Templat:Walea Kepulauan, Tojo Una-Una
r|Templat:Wonocolo, surabaya|Templat:Wonocolo, Surabaya
r|Templat:Country data Prefektur Toyama|Templat:Country data Toyama
r|Templat:Pp-semi-protected|Templat:Pp-protected
r|Templat:Country data Prefektur Tokushima|Templat:Country data Tokushima
r|Templat:Daftar Daerah Tingkat II Maluku Utara|Daftar kabupaten dan kota di Maluku Utara
r|Templat:Country data Virgin Islands, U.S.|Templat:Country data Kepulauan Virgin Amerika Serikat
r|Templat:Vina panduwinata|Templat:Vina Panduwinata
r|Templat:Delete|Templat:Penghapusan
r|Templat:Eo|Templat:Eo icon
r|Templat:Kat|Templat:Kt
r|Templat:Country data MLT|Templat:Country data Malta
r|Templat:Wikisourcewiki|Templat:WikisourceWiki
r|Templat:Base kembang|Templat:Tidak dikembangkan
r|Templat:Wpbannermeta/templatepage|Templat:WPBannerMeta/templatepage
r|Templat:Arondisemen di Haute-Corse|Templat:Haute-Corse
r|Templat:Arondisemen di Loire|Templat:Loire
r|Templat:Van halen|Templat:Van Halen
r|Templat:Lv|Templat:Lv icon
r|Templat:Country data Romania|Templat:Country data Rumania
r|Templat:Sex dan Hukum|Templat:Seks dan hukum
r|Templat:PD-IDGov|Templat:DU-PemerintahIndonesia
r|Templat:Infobox national football team|Templat:Kotak info tim nasional sepak bola
r|Templat:Kucing Domestik|Templat:Kucing domestik
r|Templat:Infobox language/family-color|Templat:Infobox Bahasa/family-color
r|Templat:English manga publisher|Templat:Pelinsensi anime bahasa Inggris
r|Templat:Tomohon selatan, tomohon|Templat:Tomohon Selatan, Tomohon
r|Templat:W|Templat:WP
r|Templat:Sungai-indo-stub|Templat:Sungai-stub
r|Templat:Kualifikasi Piala Dunia FIFA 2014 – Grup E Zona Afrika|Templat:KPD2014 – B2 Afrika Grup E
r|Templat:Tibet-bio-stub|Templat:Bio-stub
r|Templat:Babel-3|Templat:Babel
r|Templat:Hunedoara-geo-stub|Templat:Rumania-geo-stub
r|Templat:Max/3|Templat:Max
r|Templat:Royal houses of Europe|Templat:Dinasti Eropa
r|Templat:Start date|Templat:Tanggal mulai
r|Templat:Country data Canary Islands|Templat:Country data Kepulauan Canary
r|Templat:Huruf-stub|Templat:Aksara-stub
r|Templat:Japanese name|Templat:Nama Jepang
r|Templat:Kabupaten White Pine, Nevada|Templat:White Pine County, Nevada
r|Templat:Country data Fukushima Prefecture|Templat:Country data Fukushima
r|Templat:Jaringan-komputer-stub|Templat:Jaringan komputer-stub
r|Templat:Clr|Templat:Clear
r|Templat:PemimpinRusia|Templat:Penguasa Rusia
r|Templat:Infobox prepared food|Templat:Infobox Prepared Food
r|Templat:Sekretariat Komunitas Pasifik|Templat:SPC
r|Templat:Cattoc|Templat:Daftar isi kategori
r|Templat:Kotakinfo bandara tutup|Templat:End
r|Templat:Wikitravelpar|Templat:Wikivoyage
r|Templat:Country data PAN|Templat:Country data Panama
r|Templat:Nh browse|Templat:Infobox road/NH browse
r|Templat:Convert/batu|Templat:Convert/mi
r|Templat:Arondisemen di Côtes-d'Armor|Templat:Côtes-d'Armor
r|Templat:Country data VCT|Templat:Country data Saint Vincent dan Grenadines
r|Templat:Infobox Language/codelist/doc|Templat:Infobox Bahasa/codelist/doc
r|Templat:Country data Teritorial Utara|Templat:Country data Wilayah Utara
r|Templat:Ranidae-stub|Templat:Hewan-stub
r|Templat:Sulbar|Templat:Sulawesi Barat
r|Templat:Ancient Egyptians|Templat:Penguasa Mesir Kuno
r|Templat:Subdok|Templat:Subhalaman dokumentasi
r|Templat:Editprotect|Templat:Edit protected
r|Templat:2006 FIFA World Cup|Templat:Piala Dunia FIFA 2006
r|Templat:Infobox kementerian koordinasi|Templat:Kotak info kementerian Indonesia
r|Templat:Ultra series|Templat:Ultra Series
r|Templat:Tigi barat, deiyai|Templat:Tigi Barat, Deiyai
r|Templat:Country data Morocco|Templat:Country data Maroko
r|Templat:IPA-pol|Templat:IPA-pl
r|Templat:Tim LSI|Templat:LSI
r|Templat:PAL|Templat:PSE
r|Templat:GFDL-user|Templat:GFDL
r|Templat:Fb team Deltras Sidoarjo|Templat:Fb team Delta Putra Sidoarjo
r|Templat:User min-ma|Templat:User min
r|Templat:Country data Serbia and Montenegro|Templat:Country data Serbia dan Montenegro
r|Templat:Lse|Templat:LSE
r|Templat:Kepulauan Marshall-stub|Templat:KepulauanMarshall-stub
r|Templat:Location map Russia Kamchatka Krai|Templat:Location map Rusia Kamchatka Krai
r|Templat:Rots|Templat:Rotten Tomatoes score
r|Templat:Tempuran, karawang|Templat:Tempuran, Karawang
r|Templat:Verify source|Templat:Verifikasi sumber
r|Templat:Country data South Bohemian Region|Templat:Country data Daerah Bohemia Selatan
r|Templat:Daerah Dubai|Templat:Permukiman di Dubai
r|Templat:Sosial-stub|Templat:Sosio-stub
r|Templat:Suzuki cars|Templat:Suzuki
r|Templat:Jateng|Templat:Jawa Tengah
r|Templat:GMA Network Shows (current and upcoming)|Templat:GMA Network Shows (sekarang dan akan datang)
r|Templat:Infobox Musical artist/color|Templat:Infobox musical artist/color
r|Templat:Kotak kampanye Perang Dunia II|Templat:Campaignbox Perang Dunia II
r|Templat:Jv icon|Templat:Jv
r|Templat:Garis waktu agama Buddha|Templat:Garis waktu Buddhisme
r|Templat:Bidang keteknikan|Templat:Bidang teknik
r|Templat:Kecamatan Bulagi|Templat:Bulagi, Banggai Kepulauan
r|Templat:HariIniDalamSejarah/8 Oktober|Templat:Hari Ini Dalam Sejarah/Oktober
r|Templat:Infobox Holiday|Templat:Kotakinfo Hari Libur
r|Templat:Arut Utara|Templat:Arut Utara, Kotawaringin Barat
r|Templat:Halaman Utama/profil sukarelawan|Templat:Halaman Utama/Modul partisipasi
r|Templat:LDS|Templat:Mormonisme
r|Templat:Komune di Ille-et-Vilaine|Templat:Ille-et-Vilaine
r|Templat:Pembagian Wilayah Operasional Kereta Api Indonesia|Templat:Pembagian wilayah operasional Kereta Api Indonesia
r|Templat:Perebutan Afrika|Templat:Kotak kampanye Perebutan Afrika
r|Templat:Cite pmid/23258883|Templat:Cite doi/10.1126.2Fscience.1233495
r|Templat:Dinasti kuru|Templat:Silsilah Dinasti Candra
r|Templat:Country data TUV|Templat:Country data Tuvalu
r|Templat:Uniemiratarab-geo-stub|Templat:UniEmiratArab-geo-stub
r|Templat:Templat:Aktor Terbaik (Golden Globe) - Drama 1961-1980|Templat:Aktor Terbaik (Golden Globe) - Drama 1961-1980
r|Templat:Db-nonsense|Templat:Db-g1
r|Templat:Ussenil|Templat:USSenIL
r|Templat:Location map South Korea|Templat:Location map Korea Selatan
r|Templat:Adipati Bohemia|Templat:Penguasa Bohemia
r|Templat:Disambigkarya|Templat:Disambig karya
r|Templat:Country data ALB|Templat:Country data Albania
r|Templat:Tempatlain|Templat:Tempat lain
r|Templat:Statistika-stub|Templat:Stat-stub
r|Templat:Pariwisata Kota Cirebon dan Kabupaten Cirebon|Templat:Pariwisata Kota Cirebon
r|Templat:The celebrity apprentice season 3|Templat:The Celebrity Apprentice Season 3
r|Templat:Country data Kalsel|Templat:Country data Kalimantan Selatan
r|Templat:Country data Republik Sahrawi|Templat:Country data Republik Demokratik Arab Sahrawi
r|Templat:KUW|Templat:KWT
r|Templat:Ru icon|Templat:Ru
r|Templat:Country data Kirgistan|Templat:Country data Kirgizstan
r|Templat:Risetasli|Templat:Riset asli
r|Templat:Zamboanga del norte|Templat:Zamboanga del Norte
r|Templat:Infobox Pesantren|Templat:Infobox pesantren
r|Templat:Information appliance|Templat:Infobox information appliance
r|Templat:Campaignbox Blok Italia pada Perang Dunia I|Templat:Campaignbox blok Italia (Perang Dunia I)
r|Templat:Country data Tanah Hijau|Templat:Country data Greenland
r|Templat:Prk|Templat:PRK
r|Templat:Lutheranism|Templat:Lutheranisme
r|Templat:Pemerintah Australia menurut negara bagian|Templat:Pemerintah Australia
r|Templat:Lowercasetitle|Templat:Lowercase title
r|Templat:Software distribution|Templat:Distribusi perangkat lunak
r|Templat:Diffuse nebula|Templat:Infobox nebula
r|Templat:Infobox jembatan|Templat:Infobox Bridge
r|Templat:Location map Location map Indonesia Flores|Templat:Location map Indonesia Flores
r|Templat:Simbolbahasa|Templat:Simbol bahasa
r|Templat:Daritemplat|Templat:Dari templat
r|Templat:Kecamatan Sirenja|Templat:Sirenja, Donggala
r|Templat:Country data GNQ|Templat:Country data Guinea Khatulistiwa
r|Templat:Dr-make|Templat:Mthn-buat
r|Templat:AFC men's competitions|Templat:Sepak bola AFC
r|Templat:Istri-istriMuhammad|Templat:Istri-istri Muhammad
r|Templat:Maskapai Maladewa|Templat:Maskapai penerbangan Maladewa
r|Templat:Kecamatan Bokan Kepulauan|Templat:Bokan Kepulauan, Banggai Laut
r|Templat:Wikipediahistory|Templat:Seputar Wikipedia
r|Templat:Jstor|Templat:JSTOR
r|Templat:Editnotices|Templat:Editnotice
r|Templat:Campaignbox Roman–Persian Wars|Templat:Kampanye Perang Romawi-Persia
r|Templat:Country data Hukusima|Templat:Country data Fukushima
r|Templat:Country data Serbia & Montenegro|Templat:Country data Serbia dan Montenegro
r|Templat:User Wikipedian for|Templat:Pengguna perhitungan tanggal
r|Templat:Infobox Kepulauan/doc|Templat:Kotak info kepulauan/doc
r|Templat:Uk icon|Templat:Uk
r|Templat:Daftar Permaisuri Perancis|Templat:Permaisuri Perancis
r|Templat:Navbox subgroups|Templat:Navbox subgroup
r|Templat:Et|Templat:Et icon
r|Templat:Kotabenua|Templat:Kota kawasan
r|Templat:Country data Republik cina|Templat:Country data Republik Tiongkok
r|Templat:CTT|Templat:Company template tagline
r|Templat:Filmography-end|Templat:End
r|Templat:Dinasti Yadu|Templat:Silsilah Yayati
r|Templat:Peserta Piala Dunia FIFA 1930|Templat:Finalis Piala Dunia FIFA 1930
r|Templat:Country data Monaco|Templat:Country data Monako
r|Templat:Bintangwiki Otomotif|Templat:BintangWiki Otomotif
r|Templat:A bahasa|Templat:Pengalihan dari nama bahasa lain
r|Templat:Country data Easter Island|Templat:Country data Pulau Paskah
r|Templat:User sk-N|Templat:User sk
r|Templat:Infobox RegionIT|Templat:Infobox Region of Italy
r|Templat:Tionghoa|Templat:Nama Tionghoa
r|Templat:UC taxobox|Templat:Infobox Universitas
r|Templat:Daftar Walikota Bandung|Templat:Wali kota Bandung
r|Templat:Bulutangkis-stub|Templat:Badminton-stub
r|Templat:Country data Ôita|Templat:Country data Oita
r|Templat:NYCS 63rd Lexington|Templat:NYCS 63rd IND
r|Templat:Facebook User|Templat:Facebook
r|Templat:Daftardiskusi/Isi|Templat:Daftar diskusi
r|Templat:Chambers County, Alabama|Templat:County Chambers, Alabama
r|Templat:Pengguna selama/Exp|Templat:Pengguna perhitungan tanggal/Exp
r|Templat:Country data Wallis and Futuna|Templat:Country data Wallis dan Futuna
r|Templat:Binatang-stub|Templat:Hewan-stub
r|Templat:Recent changes article requests|Templat:Artikel yang diminta
r|Templat:Tanggal lahir dan umur 2|Templat:Tanggal lahir dan umur2
r|Templat:Translated page|Templat:Terjemahan
r|Templat:HariIniDalamSejarah/13 Januari|Templat:Hari Ini Dalam Sejarah/Januari
r|Templat:Komune di Hautes-Alpes|Templat:Hautes-Alpes
r|Templat:D&D Deity|Templat:Infobox D&D
r|Templat:Gambaruang|Templat:GambarUang
r|Templat:Komune di Nord|Templat:Nord
r|Templat:HariIniDalamSejarah/30 Maret|Templat:Hari Ini Dalam Sejarah/Maret
r|Templat:Jct/plate/NV/3|Templat:Jct/plate/3
r|Templat:Federasi Mikronesia-bio-stub|Templat:Mikronesia-bio-stub
r|Templat:Country data Brunei Darussalam|Templat:Country data Brunei
r|Templat:Infobox makhluk legenda|Templat:Kotak info makhluk misterius
r|Templat:Grading scheme/doc/table|Templat:Skala kualitas artikel/doc/tabel
r|Templat:Or browse|Templat:Infobox road/OR browse
r|Templat:•w|Templat:•wrap
r|Templat:K|Templat:Kategori
