wikiStats|ja

redirects|6545
p|RD2-score3-4|1
p|RD1-seed3|1
p|RD3-score1-4|1
p|RD1-score2-4|0
p|RD3|1
p|RD1-team5|1
p|RD1-seed7|1
p|RD1-score7-4|1
p|RD2-team1|1
p|RD3-team1|1
p|色4|0
p|RD1-score1-3|1
p|色準決勝3|1
p|RD2-score1-4|1
p|RD1-score6-3|1
p|RD1-score8-1|1
p|RD1-score4-2|1
p|RD2-score1-1|1
p|RD1-score3-2|1
p|RD2-score3-3|1
p|RD1-score5-3|1
p|RD1-team8|1
p|RD1-team7|1
p|色7|1
p|RD1-seed4|1
p|RD2-score2-2|1
p|RD1-score7-5|0
p|RD1-team4|1
p|RD1-score6-4|1
p|色8|0
p|RD3-score1-1|1
p|RD2-seed3|1
p|RD1-seed1|1
p|RD2-score4-5|0
p|色3|1
p|RD1-score2-5|0
p|RD1|1
p|RD1-score8-4|1
p|RD2-team2|1
p|RD3-score2-3|1
p|色決勝1|1
p|RD2-score2-5|0
p|色決勝2|1
p|色準決勝4|1
p|RD1-score5-2|1
p|RD2-score1-5|0
p|RD2-team4|1
p|RD1-score1-4|0
p|RD2-score2-1|1
p|色1|1
p|RD2-seed2|1
p|RD1-score4-5|0
p|RD2-score3-2|1
p|RD1-seed5|1
p|RD2-score4-1|1
p|RD3-team2|1
p|RD1-score2-1|1
p|色6|1
p|RD1-score4-1|1
p|RD1-score5-1|1
p|RD3-score1-2|1
p|RD1-score3-3|1
p|RD2-score4-4|1
p|RD3-seed1|1
p|RD1-score6-2|1
p|RD3-score2-2|1
p|RD1-score6-5|0
p|RD2|1
p|RD1-score8-3|1
p|RD2-team3|1
p|RD1-score1-1|1
p|RD3-seed2|1
p|RD2-seed1|1
p|RD1-team1|1
p|RD1-score4-4|0
p|RD1-score2-3|1
p|RD2-score2-4|1
p|RD1-team3|1
p|RD1-score7-2|1
p|RD1-score5-5|0
p|RD3-score2-1|1
p|色2|0
p|色準決勝1|1
p|RD3-score2-5|0
p|RD2-score3-5|0
p|RD1-team6|1
p|色5|0
p|RD1-score1-2|1
p|RD1-score6-1|1
p|RD1-score5-4|1
p|RD1-seed2|1
p|RD1-score7-3|1
p|RD1-score4-3|1
p|RD1-score1-5|0
p|RD3-score1-5|0
p|RD1-score2-2|1
p|RD2-score1-2|1
p|RD2-score4-3|1
p|RD1-score8-2|1
p|RD1-seed6|1
p|RD1-score3-4|0

template|Template:Infobox オウム真理教徒
count|50
properties|14
p|画像|0
p|没年|1
p|生年|4
p|現在|5
p|説明|0
p|没地|1
p|階級|46
p|判決|42
p|名前|50
p|生地|43
p|役職|46
p|ホーリーネーム|47
p|事件|40
p|入信|42

template|Template:基礎情報 エリトリアの地方
count|6
properties|10
p|面積|6
p|行政府所在地|6
p|人口統計年|6
p|ゲエズ文字表記|0
p|ISO|6
p|人口密度|6
p|地方名|6
p|位置地図|6
p|人口|6
p|アルファベット表記|6

template|Template:Infobox オリンピックバングラデシュ選手団
count|3
properties|9
p|旗手|1
p|合計|2
p|銅メダル|2
p|金メダル|2
p|主将|0
p|オリンピック名|1
p|銀メダル|2
p|人員|1
p|メダル順位|1

template|Template:コンピュータゲームキャラクター
count|32
properties|13
p|series|31
p|name|31
p|liveactor|5
p|firstgame|30
p|inuniverse|0
p|firstappearance|0
p|image|0
p|voiceactor|29
p|japanactor|18
p|creator|17
p|motionactor|1
p|artist|1
p|caption|0

template|Template:Infobox instrument
count|4
properties|15
p|name|4
p|フランス語名|0
p|musicians|0
p|関連項目|0
p|image|0
p|names|0
p|image_capt|1
p|英語名|3
p|イタリア語名|0
p|builders|1
p|related|2
p|range|0
p|画像サイズ|0
p|classification|4
p|ドイツ語名|0

template|Template:Infobox 滝
count|247
properties|35
p|footnotes|0
p|number_drops|1
p|coordinates|0
p|画像|222
p|経度分|21
p|name|2
p|所在地|234
p|location|2
p|average_flow|0
p|緯度秒|21
p|latitude|0
p|image_size|0
p|image|0
p|経度秒|21
p|height|1
p|緯度分|21
p|height_longest|2
p|longitude|0
p|average_width|0
p|座標|1
p|world_rank|1
p|elevation|0
p|N(北緯)及びS(南緯)|10
p|caption|2
p|水系|228
p|地図国コード|10
p|経度度|21
p|緯度度|21
p|type|2
p|名称|240
p|落差|231
p|width|2
p|E(東経)及びW(西経)|10
p|watercourse|2
p|滝幅|142

template|Template:AV女優
count|3095
properties|35
p|画像ファイル|52
p|靴|384
p|出身地|2504
p|活動備考|42
p|デビュー|242
p|没年|12
p|毛髪の色|34
p|生月|2868
p|AV出演期間|2884
p|時点|1577
p|瞳の色|26
p|ジャンル|2759
p|生年|2878
p|専属契約|400
p|その他|87
p|生日|2861
p|愛称|315
p|身長|3009
p|他の活動|377
p|ウエスト|3021
p|モデル内容|61
p|ふりがな|2983
p|名前|792
p|バスト|3027
p|没月|11
p|体重|192
p|カップ|2439
p|別名|796
p|没日|10
p|血液型|2287
p|股下|9
p|身体備考|70
p|画像コメント|20
p|モデル名|2290
p|ヒップ|3025

template|Template:日本の町村 (廃止)
count|12211
properties|41
p|外部リンク|1734
p|画像|159
p|隣接自治体|10721
p|経度分|209
p|所在地|11493
p|緯度|341
p|面積|3764
p|緯度秒|204
p|人口の出典|4921
p|位置画像|1141
p|経度秒|204
p|コード|2406
p|郡|12178
p|特記事項|441
p|InternetArchive|147
p|緯度分|209
p|座標|1
p|支庁|195
p|郵便番号|1976
p|現在の自治体|12166
p|経度|339
p|木|1613
p|区分|12160
p|旗の説明|1
p|よみがな|6271
p|経度度|226
p|人口|7199
p|紋章|220
p|廃止日|12208
p|花|1611
p|廃止理由|12209
p|緯度度|226
p|旗|3
p|人口の時点|7916
p|画像の説明|136
p|廃止詳細|10689
p|都道府県|12209
p|シンボル名|7758
p|鳥など|786
p|自治体名|12206
p|紋章の説明|213

template|Template:Infobox プロ野球日本シリーズ
count|67
properties|16
p|開催年|66
p|優勝チームシーズン成績|66
p|画像|0
p|優勝チームリーグ|66
p|最高殊勲選手|66
p|優勝チーム監督|66
p|優勝チーム|66
p|対戦チームリーグ |0
p|対戦チーム|66
p|対戦チームリーグ|66
p|引分数|6
p|試合日程|66
p|優勝チームリーグ |0
p|対戦チームシーズン成績|66
p|対戦チーム監督|66
p|敢闘選手|63

template|Template:Infobox Astronaut
count|252
properties|49
p|ミッション|0
p|mission|246
p|画像|0
p|name|247
p|date_death|45
p|eva2|7
p|other names|0
p|death_date|7
p|birth_place|83
p|image_size|6
p|image|0
p|生年月日|0
p|othername|0
p|death_place|9
p|alma_mater|2
p|rank|133
p|宇宙滞在期間|0
p|現職|0
p|キャプション|0
p|Date of ret|3
p|国籍|1
p|没地|0
p|階級|0
p|セレクション|0
p|alias|0
p|前職|1
p|名前|0
p|生地|0
p|other_names|0
p|awards|6
p|没年月日|0
p|alt|0
p|selection|224
p|caption|17
p|status|120
p|nationality|99
p|previous_occupation|7
p|place_death|40
p|time|204
p|date_birth|129
p|type|238
p|occupation|225
p|記章|0
p|insignia|187
p|place_birth|158
p|eva1|8
p|width|2
p|birth_date|81
p|current_occupation|1

template|Template:Infobox Interval
count|2
properties|9
p|平均律セント値|1
p|純正音程|1
p|略称|1
p|インターバルクラス|1
p|別称|1
p|半音の数|1
p|音程名|1
p|転回形|0
p|純正律セント値|1

template|Template:Infobox オリンピックタジキスタン選手団
count|2
properties|9
p|旗手|2
p|合計|2
p|銅メダル|2
p|金メダル|2
p|主将|0
p|オリンピック名|2
p|銀メダル|2
p|人員|2
p|メダル順位|2

template|Template:天体 軌道
count|3422
properties|37
p|色|3418
p|昇交点赤経|1
p|近日点距離|3215
p|近日点引数|3222
p|近点距離|26
p|次回近日点通過|151
p|準振幅|9
p|軌道極|1
p|離心率|3388
p|平均直径|9
p|通過時刻|12
p|会合周期|7
p|昇交点黄経|3229
p|近点引数|3
p|平均距離対象|46
p|前回近点通過|10
p|主惑星|129
p|軌道外周|1
p|衛星数|92
p|平均距離|45
p|主恒星|26
p|遠点距離|25
p|遠日点距離|3188
p|最大軌道速度|2
p|平均近点角|3180
p|次回近点通過|1
p|前回近日点通過|162
p|元期|3235
p|公転周期|3359
p|惑星数|12
p|最小軌道速度|2
p|軌道周期|20
p|軌道の種類|0
p|軌道長半径|3212
p|平均軌道速度|123
p|軌道傾斜角|3378
p|平均公転半径|50

template|Template:基礎情報 特定非営利活動法人
count|154
properties|37
p|英文組織名|72
p|外部リンク|111
p|coordinates|0
p|画像|8
p|Non-profit_logo|0
p|経度分|0
p|所在地|0
p|事務局員/会員|27
p|location|0
p|緯度秒|0
p|関係する組織|22
p|組織名|152
p|専門分野|95
p|経度秒|0
p|コード|9
p|主な協力組織|24
p|位置|0
p|主な加盟組織|11
p|国籍|3
p|特記事項|12
p|緯度分|0
p|格付|141
p|主な事業|96
p|略称|57
p|郵便番号|126
p|会費|28
p|N(北緯)及びS(南緯)|0
p|地図国コード|0
p|経度度|0
p|緯度度|0
p|ロゴ|0
p|代表者|137
p|活動地域|96
p|E(東経)及びW(西経)|0
p|予算|7
p|設立日|133
p|事務所|148

template|Template:歌ネット歌手
count|9
properties|2
p|2|0
p|name|8

template|Template:Infobox Currency
count|155
properties|98
p|footnotes|5
p|printer|25
p|date_of_introduction|5
p|plural_subunit_3|0
p|pegged_with|29
p|superunit_inline_note_2|0
p|currency_name|5
p|subunit_name_3|6
p|euro_replace_non_cash|10
p|superunit_ratio_1|3
p|subunit_ratio_5|0
p|no_plural|3
p|inflation_title|1
p|ERM_fixed_rate|14
p|rarely_used_coins|48
p|unofficial_users|4
p|plural|31
p|subunit_ratio_1|146
p|nickname_subunit_2|0
p|symbol_subunit_1|24
p|superunit_name_5|0
p|printer_website|20
p|image_width_2|1
p|nickname_subunit_5|0
p|inflation_source_date|116
p|issuing_authority|146
p|superunit_name_3|0
p|inflation_method|10
p|superunit_ratio_4|0
p|image_width_1|8
p|mint|27
p|symbol_subunit_3|1
p|banknote_article|5
p|issuing_authority_website|130
p|subunit_name_2|17
p|plural_subunit_4|0
p|superunit_inline_note_5|0
p|currency_name_in_local|100
p|image_title_1|77
p|nickname_subunit_1|2
p|superunit_name_1|3
p|subunit_inline_note_5|0
p|superunit_inline_note_1|1
p|alt2|0
p|superunit_ratio_3|0
p|superunit_name_4|0
p|plural_slavic|1
p|subunit_ratio_2|16
p|iso_code|141
p|subunit_inline_note_1|5
p|subunit_name_5|0
p|rarely_used_banknotes|33
p|symbol|126
p|image_title_2|16
p|euro_replace_cash|11
p|image_background_1|0
p|nickname_subunit_4|0
p|plural_subunit_5|0
p|superunit_inline_note_4|0
p|symbol_subunit_4|0
p|used_banknotes|103
p|ERM_band|3
p|date_of_introduction_source|1
p|image_2|10
p|pegged_by|6
p|coin_article|6
p|frequently_used_coins|51
p|subunit_ratio_3|5
p|superunit_name_2|1
p|used_coins|92
p|subunit_inline_note_4|0
p|ERM_since|15
p|plural_subunit_1|25
p|subunit_name_4|0
p|image_background_2|1
p|inflation_rate|121
p|mint_website|24
p|subunit_inline_note_2|2
p|image_1|68
p|superunit_ratio_5|0
p|alt1|0
p|subunit_ratio_4|0
p|ERM_withdraw|2
p|obsolete_notice|19
p|superunit_ratio_2|1
p|issuing_authority_title|10
p|symbol_subunit_2|4
p|plural_subunit_2|3
p|superunit_inline_note_3|0
p|frequently_used_banknotes|40
p|value|0
p|subunit_inline_note_3|0
p|subunit_name_1|146
p|using_countries|36
p|nickname_subunit_3|0
p|ERM_fixed_rate_since|13
p|symbol_subunit_5|0
p|nickname|5

template|Template:日本の温泉地
count|1191
properties|28
p|外部リンク|511
p|画像|550
p|経度分|172
p|所在地|1175
p|出典|0
p|緯度秒|172
p|総収容人員数|49
p|交通|2
p|年間浴客数|26
p|統計年度|24
p|経度秒|172
p|湧出量|304
p|泉温|831
p|交通アクセス|1130
p|液性の分類|352
p|特記事項|59
p|浸透圧の分類|203
p|緯度分|172
p|座標|0
p|泉質|1154
p|宿泊施設数|514
p|コメント|402
p|経度度|172
p|pH|301
p|統計年|0
p|緯度度|172
p|温泉施設数|1
p|名称|1188

template|Template:Height
count|4
properties|20
p|centimeters|0
p|centimeter|0
p|in|2
p|precision|0
p|abbr|0
p|meter|0
p|centimetre|0
p|centimetres|0
p|inches|0
p|inch|0
p|m|0
p|feet|0
p|foot|0
p|metre|0
p|cm|0
p|ft|2
p|wiki|0
p|frac|0
p|meters|0
p|metres|0

template|Template:競馬場
count|98
properties|23
p|閉場|36
p|画像|68
p|経度分|73
p|所在地|95
p|緯度秒|73
p|起工|5
p|経度秒|73
p|競馬場名|97
p|周回|81
p|緯度分|73
p|所有者|80
p|開場|92
p|座標|0
p|N(北緯)及びS(南緯)|65
p|管理・運用者|52
p|地図国コード|65
p|経度度|73
p|緯度度|73
p|馬場|79
p|E(東経)及びW(西経)|65
p|収容能力|29
p|通称・愛称|20
p|取り壊し|3

template|Template:Infobox Thai Province
count|76
properties|9
p|thai|76
p|area|76
p|name|76
p|population_as_of|76
p|population|76
p|mapimage|75
p|isocode|76
p|capital|76
p|density|76

template|Template:Infobox オリンピックラオス選手団
count|3
properties|9
p|旗手|2
p|合計|3
p|銅メダル|3
p|金メダル|3
p|主将|0
p|オリンピック名|2
p|銀メダル|3
p|人員|1
p|メダル順位|2

template|Template:Fb rbr footer
count|42
properties|5
p|s|31
p|u|27
p|date|17
p|usetie|0
p|notes|0

template|Template:Infobox UAE community
count|1
properties|40
p|footnotes|0
p|coordinates|0
p|n2|0
p|comm_green|0
p|s3|0
p|dubaimetro|1
p|ar_name|1
p|n8|0
p|comm_red|1
p|s4|0
p|n5|0
p|s8|0
p|comm_number|1
p|image_comm_caption|0
p|n1|0
p|comm_pop|1
p|s5|0
p|n9|0
p|s2|0
p|s9|0
p|n10|0
p|comm_area|1
p|image_comm|0
p|comm_purple|0
p|s6|0
p|comm_density|1
p|comm_name|1
p|s1|0
p|n4|0
p|city_name|1
p|s7|0
p|n7|0
p|neighbourhood|1
p|multi_comm|0
p|n6|0
p|comm_blue|0
p|comm_established|0
p|s10|0
p|emirate_name|1
p|n3|0

template|Template:Infobox Buddhist
count|332
properties|22
p|著作|143
p|宗派|260
p|画像|115
p|院号|24
p|名|27
p|法号|6
p|寺院|214
p|師|241
p|説明文|65
p|生没年|295
p|尊称|137
p|没地|117
p|号|46
p|名前|324
p|生地|258
p|幼名|41
p|諡号|96
p|諱|33
p|宗旨|84
p|法名|50
p|弟子|135
p|廟|41

template|Template:Infobox Greek Dimos
count|80
properties|46
p|area_municunit|34
p|districts|0
p|website|33
p|area|4
p|name|79
p|lon_deg|79
p|lat_deg|79
p|area_urban|0
p|map_caption|3
p|area_community|1
p|population_as_of|79
p|established_c|0
p|population|4
p|area_metro|1
p|city_flag|1
p|pop_municipality|57
p|pop_community|36
p|elevation_max|12
p|area_code|27
p|municunit|15
p|name_local|79
p|population_metro|1
p|caption_skyline|42
p|lon_min|79
p|licence|27
p|image_skyline|51
p|establish_c|0
p|prefec|69
p|periph|79
p|population_village|0
p|elevation|9
p|party|0
p|area_municipality|57
p|postal_code|28
p|periphunit|10
p|lat_min|79
p|pop_municunit|47
p|area_village|0
p|city_seal|0
p|population_urban|1
p|mayor|4
p|municipality|41
p|elevation_min|12
p|since|1
p|established_m|0
p|image_map|63

template|Template:基礎情報 オンタリオ州の地方行政区
count|44
properties|8
p|公式サイト|44
p|面積|44
p|人口密度|44
p|英語行政区名|44
p|人口|44
p|統計年|44
p|英語行政府名|44
p|行政府|44

template|Template:Sfnm
count|11
properties|112
p|9p|0
p|1a3|0
p|12|0
p|4loc|0
p|2y|4
p|8|0
p|8a3|0
p|1y|4
p|2a4|0
p|19|0
p|4p|0
p|4a1|2
p|10a2|0
p|4|0
p|7a1|0
p|10y|0
p|7y|0
p|15|0
p|11|0
p|9|0
p|6a3|0
p|1loc|0
p|10loc|0
p|9a1|0
p|5a2|0
p|1a4|0
p|8a2|0
p|13|0
p|9ps|0
p|5a1|0
p|9y|0
p|16|0
p|5|0
p|3ps|0
p|5p|0
p|10|0
p|4a4|0
p|6a2|0
p|10ps|0
p|5pp|0
p|10a4|0
p|2loc|0
p|9pp|0
p|7a2|0
p|3a3|0
p|8y|0
p|ps|1
p|9a4|0
p|5y|0
p|4pp|2
p|7ps|0
p|1p|4
p|2ps|0
p|6ps|0
p|4ps|0
p|6y|0
p|6p|0
p|8loc|0
p|6|0
p|4y|0
p|1|0
p|6a4|0
p|8pp|0
p|3a2|0
p|17|0
p|5ps|0
p|14|0
p|10p|0
p|6loc|0
p|2pp|3
p|6pp|0
p|10a3|0
p|7a4|0
p|2p|4
p|3loc|0
p|20|0
p|5a4|0
p|postscript|0
p|3pp|2
p|4a3|0
p|2|0
p|9a3|0
p|6a1|0
p|3y|1
p|3a1|3
p|1ps|0
p|7a3|0
p|7p|0
p|8a4|0
p|18|0
p|7pp|0
p|8ps|0
p|7|0
p|1a1|6
p|5loc|0
p|2a2|0
p|1a2|0
p|9a2|0
p|3|0
p|1pp|3
p|9loc|0
p|3p|2
p|2a3|0
p|10a1|0
p|3a4|0
p|10pp|0
p|5a3|0
p|8a1|0
p|4a2|0
p|8p|0
p|2a1|6
p|7loc|0

template|Template:Infobox rail service
count|195
properties|43
p|image_width|134
p|stock|143
p|name|194
p|autorack|0
p|map|8
p|image|0
p|successor|23
p|routenumber|2
p|el|124
p|owners|10
p|journeytime|74
p|formeroperator|93
p|last|33
p|catering|54
p|locale|14
p|box_width|128
p|logo|2
p|entertainment|12
p|ridership|9
p|trainnumber|83
p|operator|188
p|caption|149
p|status|67
p|first|179
p|line_used|123
p|otherfacilities|7
p|end|191
p|class|129
p|gauge|106
p|frequency|105
p|logo_width|3
p|seating|77
p|sleeping|62
p|baggage|6
p|type|135
p|map_state|5
p|start|192
p|observation|12
p|distance|112
p|stops|28
p|predecessor|66
p|speed|84
p|access|23

template|Template:日本の市 (廃止)
count|156
properties|39
p|外部リンク|37
p|市旗の説明|1
p|画像|16
p|隣接自治体|149
p|経度分|13
p|所在地|147
p|緯度|18
p|面積|127
p|緯度秒|13
p|人口の出典|71
p|位置画像|56
p|経度秒|13
p|コード|101
p|市章|59
p|特記事項|17
p|InternetArchive|7
p|緯度分|13
p|座標|0
p|支庁|2
p|郵便番号|97
p|現在の自治体|152
p|経度|18
p|市旗|5
p|木|69
p|よみがな|75
p|経度度|13
p|人口|141
p|市章の説明|39
p|廃止日|153
p|花|71
p|廃止理由|153
p|緯度度|13
p|人口の時点|141
p|画像の説明|13
p|廃止詳細|151
p|都道府県|153
p|シンボル名|102
p|鳥など|42
p|自治体名|153

template|Template:Infobox rail line
count|741
properties|87
p|native_name|0
p|coordinates|0
p|notrack|4
p|image_width|101
p|stock|87
p|event1|22
p|map_name|2
p|website|4
p|name|176
p|tracklength_mi|0
p|mapcolour|0
p|logo_alt2|0
p|connectinglines|0
p|elevation_m|0
p|continuesas|0
p|routes|14
p|system|2
p|speed_km/h|1
p|map|13
p|event2label|9
p|linenumber|8
p|ogauge|6
p|image|0
p|depot|3
p|event1label|22
p|native_name_lang|0
p|logo2|0
p|lgauge|0
p|color2|1
p|routenumber|2
p|el|87
p|linelength|15
p|mapcolorlink|0
p|reopen|0
p|color|44
p|open|109
p|conductionsystem|0
p|locale|20
p|tracklength_km|0
p|event3label|3
p|color_name2|0
p|minradius_m|11
p|box_width|157
p|linelength_footnotes|0
p|line_number|0
p|logo|0
p|tracklength|4
p|ra|0
p|aveinterstation|0
p|elevation|10
p|ridership2|0
p|ridership|7
p|image_alt|44
p|mapcolourlink|0
p|maxincline|20
p|trainnumber|0
p|operator|27
p|caption|54
p|status|60
p|minradius_ft|0
p|character|11
p|linelength_km|84
p|stations|104
p|other_name|2
p|event3|3
p|minradius|2
p|logo_width2|0
p|elevation_ft|0
p|end|95
p|gauge|4
p|lastextension|9
p|owner|99
p|event2|9
p|tracklength_footnotes|0
p|logo_width|0
p|type|26
p|map_state|6
p|start|95
p|close|49
p|continuesfrom|0
p|linelength_mi|0
p|color_name|7
p|racksystem|0
p|logo_alt|0
p|speed|33
p|speed_mph|0
p|mapcolor|0

template|Template:IUCN2
count|18
properties|40
p|first10|0
p|ID|1
p|first2|0
p|assessors|10
p|author|0
p|first7|0
p|first1|0
p|last1|0
p|last7|0
p|last5|0
p|archivedate|0
p|last10|0
p|iucn_year|0
p|assessment_year|10
p|last8|0
p|year|1
p|first3|0
p|ref|0
p|template doc demo|0
p|last|0
p|IUCN_Year|0
p|first4|0
p|version|11
p|archiveurl|0
p|last9|0
p|id|10
p|last4|0
p|authors|0
p|taxon|10
p|first8|0
p|first|0
p|last3|0
p|downloaded|1
p|title|1
p|last2|0
p|first6|0
p|last6|0
p|first5|0
p|accessdate|10
p|first9|0

template|Template:Royal house
count|16
properties|48
p|current head|3
p|footnotes|0
p|native_name|1
p|民族|7
p|最後の当主|1
p|称号|1
p|founder|8
p|estate|3
p|領地|0
p|image_size|1
p|founded|1
p|native_name_lang|1
p|家祖|7
p|分家|4
p|国|7
p|surname|8
p|styles|0
p|country|7
p|キャプション|0
p|final ruler|6
p|dissolution|3
p|著名な人物|6
p|titles|8
p|estates|0
p|alt|0
p|主家|7
p|caption|1
p|滅亡|0
p|創設|7
p|nationality|3
p|画像サイズ|0
p|other_name|0
p|ethnicity|3
p|founding year|7
p|紋章|7
p|members|0
p|notes|0
p|parent house|4
p|敬称|0
p|現当主|7
p|type|1
p|deposition|2
p|家名|7
p|種類|0
p|脚注|0
p|断絶|1
p|cadet branches|3
p|coat of arms|5

template|Template:Infobox オリンピックドミニカ共和国選手団
count|2
properties|9
p|旗手|0
p|合計|1
p|銅メダル|1
p|金メダル|1
p|主将|0
p|オリンピック名|0
p|銀メダル|1
p|人員|0
p|メダル順位|0

template|Template:OrbitboxPlanet disk
count|8
properties|3
p|disk|7
p|apoapsis|6
p|periapsis|7

template|Template:Infobox 中国大陸の高級中学
count|3
properties|20
p|外部リンク|2
p|画像|1
p|注音|0
p|住所|2
p|カタカナ|0
p|教師数年|0
p|ピンイン|0
p|構成|0
p|分類|1
p|生徒数|0
p|英名|1
p|校長|1
p|通称|1
p|生徒数年|0
p|画像説明|1
p|名称|2
p|校訓|2
p|繁体字|0
p|設立年|2
p|教師数|0

template|Template:Infobox 姓/Footer
count|4
properties|2
p|ウィキプロジェクト|3
p|ウィキポータル|0

template|Template:Infobox オリンピックグルジア選手団
count|5
properties|9
p|旗手|3
p|合計|4
p|銅メダル|4
p|金メダル|4
p|主将|0
p|オリンピック名|3
p|銀メダル|4
p|人員|3
p|メダル順位|3

template|Template:台風 (画像なし)
count|22
properties|13
p|kiatsu|22
p|area|22
p|name|22
p|higaigaku|19
p|shishasu|20
p|kikan|22
p|name2|2
p|fusoku2|21
p|sokudo|0
p|category|17
p|jumyo|21
p|type|17
p|kyori|0

template|Template:Infobox Champ Car driver
count|4
properties|45
p|Last_IRL_Win|1
p|Champ_Wins|2
p|weight|0
p|years|1
p|name|4
p|IRL_Car_Team|3
p|Champ_Podiums|2
p|Champ_Poles|2
p|death_date|0
p|birth_place|4
p|IRL_Poles|4
p|Cause of Death|0
p|image|0
p|First_IRL_Race|4
p|death_place|0
p|IRL_Wins|4
p|height|0
p|Champ_Car_Team|1
p|IRL_Podiums|4
p|Total_IRL_Races|4
p|Last_Champ_Race|2
p|First_IRL_Win|1
p|Weight|0
p|Total_Champ_Races|2
p|First_Champ_Win|1
p|awards|2
p|Prev_IRL_Pos|1
p|updated|2
p|Last_Champ_Win|1
p|caption|1
p|Last_IRL_Race|4
p|Best_IRL_Pos|3
p|nationality|0
p|Best_Champ_Pos|2
p|Years_In_IRL|0
p|death_cause|0
p|Height|0
p|First_Champ_Race|2
p|Previous_Year|1
p|Awards|0
p|Years_In_Champ|0
p|Achievements|0
p|birth_date|4
p|Years|0
p|achievements|0

template|Template:Infobox German location
count|5
properties|102
p|infoboxwidth|0
p|Verbandsgemeinde|0
p|website|2
p|area|2
p|name|1
p|lon_deg|5
p|lat_sec|4
p|image_photo|0
p|lat_deg|5
p|Town|1
p|Regierungsbezirk|1
p|Name|1
p|ruling_party1|0
p|Fläche ''or'' &nbsp;area|0
p|imagesize|1
p|Gemeindeschlüssel|3
p|Samtgemeinde|0
p|population_as_of|1
p|Gliederung|2
p|state|2
p|Vorwahl|3
p|Kfz ''or'' licence ''or'' &nbsp;license|0
p|year_of_city_status|0
p|population|2
p|Wappen|3
p|Höhe|3
p|area_metro|0
p|lon_sec|4
p|Bürgermeister|2
p|flag_legend|0
p|ruling_party2|0
p|Landkreis|3
p|year_of_first_mention|0
p|German_name or name_local|0
p|PLZ|3
p|area_code|1
p|Lageplanbeschreibung|1
p|year|0
p|Lageplanbeschreibung or plantext|0
p|Amt|0
p|Verwaltungsverband|0
p|name_local|0
p|Partei or party|0
p|German_name|0
p|Partei |0
p|pop_ref|0
p|pop_urban|0
p|Lageplan|2
p|lon_min|5
p|Stand|4
p|PLZ ''or'' &nbsp;postal_code|0
p|Bürgermeister or mayor|0
p|image_plan|0
p|elevationmax|0
p|licence|2
p|key|0
p|license|0
p|dissolved|0
p|Bundesland or state|0
p|pop_source|0
p|Höhe ''or'' &nbsp;elevation|0
p|Art|4
p|Website ''or'' &nbsp;website|0
p|elevation|2
p|ruling_party3|0
p|party|1
p|image_coa|2
p|Bundesland|3
p|City|0
p|image_caption|5
p|pop_metro_date|0
p|Kreis or district|0
p|Gemeindeverwaltungsverband|0
p|postal_code|1
p|repres_image|0
p|region|1
p|lat_min|5
p|divisions|0
p|regbzk|0
p|Municipality|0
p|Partei|2
p|Website|2
p|Einwohner|3
p|mayor|2
p|type|1
p|district|2
p|plantext|0
p|coa_legend|0
p|Vorwahl ''or'' &nbsp;area_code|0
p|pop_metro|0
p|Name or name|0
p|Bürgermeistertitel|0
p|Karte|0
p|Kreis|0
p|image_map|0
p|image_flag|0
p|Einwohner ''or'' &nbsp;population|0
p|borough|0
p|Kfz|3
p|Fläche|3
p|Regierungsbezirk or region or regbzk|0
p|Verwaltungsgemeinschaft|0

template|Template:Infobox racing driver
count|94
properties|53
p|first year|63
p|fastest laps|28
p|module|0
p|name|86
p|poles|64
p|module1|0
p|record template4|0
p|current team|63
p|death_date|3
p|career template2|0
p|birth_place|58
p|image|0
p|death_place|3
p|current series|64
p|teams|20
p|record template3|0
p|last series|23
p|retired|2
p|year|60
p|career template3|0
p|prev series|72
p|module5|0
p|module2|0
p|related to|16
p|titles|49
p|record template2|0
p|prev series years|70
p|awards|25
p|record template1|0
p|updated|0
p|alt|0
p|best finish|58
p|caption|50
p|date of death|2
p|career template4|0
p|former teams|38
p|starts|64
p|award years|25
p|nationality|16
p|career template5|0
p|module3|0
p|years active|20
p|car number|57
p|pixels|15
p|place of death|4
p|place of birth|20
p|record template5|0
p|birth_date|60
p|wins|66
p|date of birth|22
p|title years|48
p|module4|0
p|career template1|0

template|Template:Certification Table Bottom
count|46
properties|4
p|noshipments|1
p|nounspecified|10
p|nosales|9
p|format|1

template|Template:32TeamBracket-2legs-except final
count|6
properties|251
p|RD2-score08-agg|6
p|RD1-team06|6
p|RD1-team17|6
p|RD1-score04-2|6
p|RD1-score31-2|6
p|RD1-score15-2|6
p|RD2-score16-agg|6
p|RD1-score19-1|6
p|RD2-score13-1|6
p|RD1-score24-agg|6
p|RD3-score03-agg|6
p|RD1-team03|6
p|RD1-score17-2|6
p|RD1-score08-2|6
p|RD1-team15|6
p|RD4-team03|6
p|RD1-score14-1|6
p|RD2-team09|6
p|RD3-score04-2|6
p|RD1-score28-2|6
p|RD2-score04-2|6
p|RD1-score26-1|6
p|RD1-team30|6
p|RD2-team04|6
p|RD1-team26|6
p|RD3-score06-1|6
p|RD4-score03-1|6
p|RD1-team28|6
p|RD2-team15|6
